RowID,Station Code,DateTimeStamp,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Turb,F_Turb,ChlFluor,F_ChlFluor,Depth,F_Depth,VertPosm
2,NOCCMSWQ,01/15/2016 18:00, ,0,CMS Pier,0,5.8,12.9,<0> (CND),51.05,<0> (CND),33.5,<0> (CND),96.5,<0> (CND),8.3,<0> (CND),8.0,<0> (CND),-88.2,2,<0> (CND),2.81,<0> (CND),1.91,<0> (CND),1.904
3,NOCCMSWQ,01/15/2016 18:15, ,0,CMS Pier,0,5.8,12.3,0,49.80,0,32.5,0,97.0,0,8.5,0,8.0,0,-89.3,2,0,2.79,0,1.85,0,1.852
4,NOCCMSWQ,01/15/2016 18:30, ,0,CMS Pier,0,5.8,12.0,0,48.69,0,31.7,0,96.7,0,8.5,0,8.0,0,-89.2,2,0,2.16,0,1.79,0,1.787
5,NOCCMSWQ,01/15/2016 18:45, ,0,CMS Pier,0,5.8,11.7,0,46.42,0,30.1,0,95.9,0,8.6,0,8.0,0,-88.9,2,0,2.23,0,1.73,0,1.732
6,NOCCMSWQ,01/15/2016 19:00, ,0,CMS Pier,0,5.8,11.6,0,44.05,0,28.4,0,96.2,0,8.8,0,8.0,0,-88.5,3,0,2.68,0,1.68,0,1.674
7,NOCCMSWQ,01/15/2016 19:15, ,0,CMS Pier,0,5.8,11.5,0,43.19,0,27.7,0,95.9,0,8.8,0,8.0,0,-88.1,2,0,3.05,0,1.61,0,1.604
8,NOCCMSWQ,01/15/2016 19:30, ,0,CMS Pier,0,5.8,11.4,0,42.10,0,27.0,0,95.5,0,8.8,0,8.0,0,-87.8,3,0,2.49,0,1.55,0,1.553
9,NOCCMSWQ,01/15/2016 19:45, ,0,CMS Pier,0,5.8,11.4,0,40.35,0,25.7,0,95.7,0,8.9,0,7.9,0,-87.5,2,0,2.91,0,1.49,0,1.487
10,NOCCMSWQ,01/15/2016 20:00, ,0,CMS Pier,0,5.8,11.5,0,39.39,0,25.1,0,95.1,0,8.9,0,7.9,0,-87.2,3,0,2.91,0,1.44,0,1.432
11,NOCCMSWQ,01/15/2016 20:15, ,0,CMS Pier,0,5.8,11.5,0,40.46,0,25.8,0,95.2,0,8.8,0,7.9,0,-87.6,3,0,3.25,0,1.37,0,1.367
12,NOCCMSWQ,01/15/2016 20:30, ,0,CMS Pier,0,5.8,11.6,0,38.69,0,24.6,0,95.6,0,8.9,0,7.9,0,-87,8,0,2.79,0,1.28,0,1.278
13,NOCCMSWQ,01/15/2016 20:45, ,0,CMS Pier,0,5.8,11.6,0,37.91,0,24.0,0,95.5,0,8.9,0,7.9,0,-86.8,3,0,2.89,0,1.20,0,1.197
14,NOCCMSWQ,01/15/2016 21:00, ,0,CMS Pier,0,5.8,11.6,0,36.64,0,23.1,0,95.6,0,9.0,0,7.9,0,-86.2,3,0,2.87,0,1.13,0,1.134
15,NOCCMSWQ,01/15/2016 21:15, ,0,CMS Pier,0,5.8,11.7,0,36.30,0,22.9,0,95.5,0,9.0,0,7.9,0,-85.8,3,0,2.9,0,1.07,0,1.066
16,NOCCMSWQ,01/15/2016 21:30, ,0,CMS Pier,0,5.8,11.7,0,36.60,0,23.1,0,95.2,0,8.9,0,7.9,0,-85.8,3,0,3.33,0,1.00,0,1.003
17,NOCCMSWQ,01/15/2016 21:45, ,0,CMS Pier,0,5.8,11.7,0,36.69,0,23.2,0,95.2,0,8.9,0,7.9,0,-85.8,3,0,2.95,0,0.95,0,0.954
18,NOCCMSWQ,01/15/2016 22:00, ,0,CMS Pier,0,5.8,11.8,0,36.41,0,23.0,0,95.2,0,8.9,0,7.9,0,-85.6,4,0,3.49,0,0.88,0,0.875
19,NOCCMSWQ,01/15/2016 22:15, ,0,CMS Pier,0,5.8,11.7,0,36.48,0,23.0,0,94.9,0,8.9,0,7.9,0,-85.5,4,0,2.96,0,0.79,0,0.789
20,NOCCMSWQ,01/15/2016 22:30, ,0,CMS Pier,0,5.8,11.8,0,35.89,0,22.6,0,94.6,0,8.9,0,7.9,0,-85.1,5,0,3.29,0,0.72,0,0.718
21,NOCCMSWQ,01/15/2016 22:45, ,0,CMS Pier,0,5.8,11.8,0,35.46,0,22.3,0,94.4,0,8.9,0,7.9,0,-84.5,6,0,3.49,0,0.68,0,0.683
22,NOCCMSWQ,01/15/2016 23:00, ,0,CMS Pier,0,5.8,11.8,0,34.94,0,22.0,0,94.1,0,8.9,0,7.9,0,-83.8,6,0,3.12,0,0.68,0,0.678
23,NOCCMSWQ,01/15/2016 23:15, ,0,CMS Pier,0,5.8,11.8,0,35.07,0,22.1,0,94.3,0,8.9,0,7.9,0,-84.1,6,0,3.62,0,0.69,0,0.693
24,NOCCMSWQ,01/15/2016 23:30, ,0,CMS Pier,0,5.8,11.9,0,35.35,0,22.3,0,94.2,0,8.9,0,7.9,0,-84.2,5,0,3.05,0,0.65,0,0.655
25,NOCCMSWQ,01/15/2016 23:45, ,0,CMS Pier,0,5.8,12.0,0,35.14,0,22.1,0,94.3,0,8.9,0,7.9,0,-84,6,0,3.21,0,0.57,0,0.567
26,NOCCMSWQ,01/16/2016 00:00, ,0,CMS Pier,0,5.8,12.0,0,34.69,0,21.8,0,94.6,0,8.9,0,7.9,0,-83.7,7,0,3.36,0,0.50,0,0.497
27,NOCCMSWQ,01/16/2016 00:15, ,0,CMS Pier,0,5.8,12.1,0,34.78,0,21.9,0,94.5,0,8.9,0,7.9,0,-83.2,11,0,4.03,0,0.47,0,0.468
28,NOCCMSWQ,01/16/2016 00:30, ,0,CMS Pier,0,5.8,12.1,0,35.05,0,22.1,0,94.8,0,8.9,0,7.9,0,-83,11,0,4.05,0,0.48,0,0.486
29,NOCCMSWQ,01/16/2016 00:45, ,0,CMS Pier,0,5.8,12.2,0,35.19,0,22.2,0,94.5,0,8.8,0,7.9,0,-82.9,8,0,3.57,0,0.59,0,0.587
30,NOCCMSWQ,01/16/2016 01:00, ,0,CMS Pier,0,5.8,12.2,0,35.18,0,22.2,0,94.1,0,8.8,0,7.9,0,-82.6,8,0,3.27,0,0.69,0,0.692
31,NOCCMSWQ,01/16/2016 01:15, ,0,CMS Pier,0,5.8,12.3,0,35.29,0,22.2,0,94.0,0,8.8,0,7.9,0,-83.5,10,0,4.23,0,0.79,0,0.787
32,NOCCMSWQ,01/16/2016 01:30, ,0,CMS Pier,0,5.8,12.3,0,35.39,0,22.3,0,94.1,0,8.8,0,7.9,0,-83.2,7,0,3.86,0,0.86,0,0.862
33,NOCCMSWQ,01/16/2016 01:45, ,0,CMS Pier,0,5.8,12.3,0,35.68,0,22.5,0,94.4,0,8.8,0,7.9,0,-83.8,7,0,3.8,0,0.90,0,0.894
34,NOCCMSWQ,01/16/2016 02:00, ,0,CMS Pier,0,5.8,12.3,0,35.83,0,22.6,0,93.9,0,8.7,0,7.9,0,-84,11,0,4.07,0,0.88,0,0.88
35,NOCCMSWQ,01/16/2016 02:15, ,0,CMS Pier,0,5.8,12.4,0,35.24,0,22.2,0,94.8,0,8.8,0,7.9,0,-82.9,10,0,3.75,0,0.86,0,0.86
36,NOCCMSWQ,01/16/2016 02:30, ,0,CMS Pier,0,5.8,12.4,0,34.80,0,21.9,0,94.4,0,8.8,0,7.9,0,-83.8,9,0,3.81,0,0.88,0,0.881
37,NOCCMSWQ,01/16/2016 02:45, ,0,CMS Pier,0,5.8,12.4,0,34.77,0,21.9,0,94.3,0,8.8,0,7.9,0,-83.7,9,0,3.66,0,0.89,0,0.888
38,NOCCMSWQ,01/16/2016 03:00, ,0,CMS Pier,0,5.8,12.5,0,34.23,0,21.5,0,94.2,0,8.8,0,7.9,0,-83.2,9,0,3.84,0,0.86,0,0.86
39,NOCCMSWQ,01/16/2016 03:15, ,0,CMS Pier,0,5.8,12.5,0,34.44,0,21.6,0,94.1,0,8.8,0,7.9,0,-83.1,10,0,3.87,0,0.88,0,0.881
40,NOCCMSWQ,01/16/2016 03:30, ,0,CMS Pier,0,5.8,12.5,0,34.13,0,21.4,0,94.1,0,8.8,0,7.9,0,-82.5,11,0,3.99,0,0.91,0,0.912
41,NOCCMSWQ,01/16/2016 03:45, ,0,CMS Pier,0,5.8,12.5,0,35.11,0,22.1,0,94.1,0,8.7,0,7.9,0,-83.8,12,0,4.91,0,0.96,0,0.961
42,NOCCMSWQ,01/16/2016 04:00, ,0,CMS Pier,0,5.8,12.6,0,35.52,0,22.4,0,94.2,0,8.7,0,7.9,0,-84.2,14,0,4.76,0,1.03,0,1.03
43,NOCCMSWQ,01/16/2016 04:15, ,0,CMS Pier,0,5.8,12.5,0,34.85,0,21.9,0,93.6,0,8.7,0,7.9,0,-83.7,11,0,4.66,0,1.11,0,1.106
44,NOCCMSWQ,01/16/2016 04:30, ,0,CMS Pier,0,5.8,12.5,0,34.50,0,21.7,0,93.6,0,8.7,0,7.9,0,-83.1,7,0,4.15,0,1.15,0,1.154
45,NOCCMSWQ,01/16/2016 04:45, ,0,CMS Pier,0,5.8,12.5,0,34.41,0,21.6,0,93.5,0,8.7,0,7.9,0,-83.2,8,0,4.47,0,1.21,0,1.208
46,NOCCMSWQ,01/16/2016 05:00, ,0,CMS Pier,0,5.8,12.4,0,33.53,0,21.0,0,93.3,0,8.7,0,7.9,0,-83.7,8,0,4.94,0,1.27,0,1.269
47,NOCCMSWQ,01/16/2016 05:15, ,0,CMS Pier,0,5.8,12.4,0,34.46,0,21.7,0,93.7,0,8.7,0,7.9,0,-83.2,6,0,4.45,0,1.35,0,1.355
48,NOCCMSWQ,01/16/2016 05:30, ,0,CMS Pier,0,5.8,12.4,0,34.38,0,21.6,0,93.5,0,8.7,0,7.9,0,-83.1,7,0,4.36,0,1.41,0,1.404
49,NOCCMSWQ,01/16/2016 05:45, ,0,CMS Pier,0,5.8,12.4,0,34.24,0,21.5,0,93.5,0,8.7,0,7.9,0,-83.3,6,0,4.4,0,1.46,0,1.459
50,NOCCMSWQ,01/16/2016 06:00, ,0,CMS Pier,0,5.8,12.3,0,33.15,0,20.8,0,93.4,0,8.8,0,7.9,0,-83.4,6,0,4.27,0,1.48,0,1.478
51,NOCCMSWQ,01/16/2016 06:15, ,0,CMS Pier,0,5.8,12.3,0,32.80,0,20.5,0,93.2,0,8.8,0,7.9,0,-83.1,6,0,3.93,0,1.46,0,1.462
52,NOCCMSWQ,01/16/2016 06:30, ,0,CMS Pier,0,5.8,12.3,0,32.74,0,20.5,0,93.1,0,8.8,0,7.9,0,-82.9,14,0,4.79,0,1.43,0,1.425
53,NOCCMSWQ,01/16/2016 06:45, ,0,CMS Pier,0,5.8,12.3,0,32.80,0,20.5,0,93.0,0,8.8,0,7.9,0,-82.9,9,0,4.18,0,1.37,0,1.37
54,NOCCMSWQ,01/16/2016 07:00, ,0,CMS Pier,0,5.8,12.2,0,31.64,0,19.7,0,93.4,0,8.9,0,7.9,0,-83,11,0,4.51,0,1.31,0,1.314
55,NOCCMSWQ,01/16/2016 07:15, ,0,CMS Pier,0,5.8,12.2,0,31.76,0,19.8,0,93.2,0,8.8,0,7.9,0,-82.8,9,0,4.44,0,1.26,0,1.254
56,NOCCMSWQ,01/16/2016 07:30, ,0,CMS Pier,0,5.8,12.1,0,31.25,0,19.5,0,92.8,0,8.8,0,7.9,0,-82.2,10,0,4.48,0,1.20,0,1.197
57,NOCCMSWQ,01/16/2016 07:45, ,0,CMS Pier,0,5.8,12.1,0,30.81,0,19.2,0,92.6,0,8.8,0,7.8,0,-81.7,9,0,4.51,0,1.15,0,1.148
58,NOCCMSWQ,01/16/2016 08:00, ,0,CMS Pier,0,5.8,12.1,0,30.51,0,18.9,0,92.4,0,8.8,0,7.8,0,-81.3,8,0,4.4,0,1.11,0,1.105
59,NOCCMSWQ,01/16/2016 08:15, ,0,CMS Pier,0,5.8,12.0,0,30.11,0,18.7,0,92.2,0,8.8,0,7.8,0,-80.9,8,0,4.45,0,1.07,0,1.069
60,NOCCMSWQ,01/16/2016 08:30, ,0,CMS Pier,0,5.8,12.0,0,29.86,0,18.5,0,92.1,0,8.8,0,7.8,0,-80.5,8,0,4.3,0,1.03,0,1.027
61,NOCCMSWQ,01/16/2016 08:45, ,0,CMS Pier,0,5.8,11.9,0,29.70,0,18.4,0,92.1,0,8.9,0,7.8,0,-80.2,8,0,4.47,0,0.98,0,0.973
62,NOCCMSWQ,01/16/2016 09:00, ,0,CMS Pier,0,5.8,11.9,0,29.64,0,18.4,0,92.0,0,8.9,0,7.8,0,-79.8,8,0,4.34,0,0.92,0,0.916
63,NOCCMSWQ,01/16/2016 09:15, ,0,CMS Pier,0,5.8,11.9,0,29.67,0,18.4,0,92.1,0,8.9,0,7.8,0,-79.9,12,0,4.72,0,0.86,0,0.857
64,NOCCMSWQ,01/16/2016 09:30, ,0,CMS Pier,0,5.8,11.9,0,29.84,0,18.5,0,92.2,0,8.9,0,7.8,0,-79.9,13,0,4.75,0,0.80,0,0.803
65,NOCCMSWQ,01/16/2016 09:45, ,0,CMS Pier,0,5.8,11.8,0,29.58,0,18.3,0,92.2,0,8.9,0,7.8,0,-79.6,10,0,4.5,0,0.76,0,0.755
66,NOCCMSWQ,01/16/2016 10:00, ,0,CMS Pier,0,5.8,11.8,0,29.49,0,18.2,0,92.0,0,8.9,0,7.8,0,-79,11,0,4.74,0,0.71,0,0.708
67,NOCCMSWQ,01/16/2016 10:15, ,0,CMS Pier,0,5.8,11.8,0,29.40,0,18.2,0,91.9,0,8.9,0,7.8,0,-78.7,11,0,4.85,0,0.64,0,0.64
68,NOCCMSWQ,01/16/2016 10:30, ,0,CMS Pier,0,5.8,11.7,0,29.40,0,18.2,0,91.8,0,8.9,0,7.8,0,-77.7,9,0,4.49,0,0.57,0,0.571
69,NOCCMSWQ,01/16/2016 10:45, ,0,CMS Pier,0,5.8,11.7,0,29.71,0,18.4,0,91.7,0,8.9,0,7.8,0,-76.8,8,0,4.16,0,0.50,0,0.503
70,NOCCMSWQ,01/16/2016 11:00, ,0,CMS Pier,0,5.8,11.7,0,29.94,0,18.6,0,91.6,0,8.8,0,7.7,0,-76.1,7,0,4.18,0,0.44,0,0.444
71,NOCCMSWQ,01/16/2016 11:15, ,0,CMS Pier,0,5.8,11.7,0,30.06,0,18.6,0,91.3,0,8.8,0,7.7,0,-75.3,6,0,4.14,0,0.38,0,0.383
72,NOCCMSWQ,01/16/2016 11:30, ,0,CMS Pier,0,5.8,11.7,0,30.31,0,18.8,0,91.3,0,8.8,0,7.7,0,-74.6,5,0,3.87,0,0.32,0,0.317
73,NOCCMSWQ,01/16/2016 11:45, ,0,CMS Pier,0,5.8,11.6,0,30.44,0,18.9,0,91.3,0,8.8,0,7.7,0,-74.1,5,0,3.84,0,0.28,0,0.278
74,NOCCMSWQ,01/16/2016 12:00, ,0,CMS Pier,0,5.8,11.6,0,30.53,0,18.9,0,91.3,0,8.8,0,7.7,0,-73.5,6,0,3.98,0,0.27,0,0.265
75,NOCCMSWQ,01/16/2016 12:15, ,0,CMS Pier,0,5.8,11.6,0,30.43,0,18.9,0,91.2,0,8.8,0,7.7,0,-73,6,0,4.03,0,0.27,0,0.266
76,NOCCMSWQ,01/16/2016 12:30, ,0,CMS Pier,0,5.8,11.6,0,30.24,0,18.8,0,91.2,0,8.8,0,7.7,0,-73.6,6,0,4.2,0,0.32,0,0.316
77,NOCCMSWQ,01/16/2016 12:45, ,0,CMS Pier,0,5.8,11.6,0,29.85,0,18.5,0,91.2,0,8.8,0,7.7,0,-74.8,7,0,4.32,0,0.39,0,0.388
78,NOCCMSWQ,01/16/2016 13:00, ,0,CMS Pier,0,5.8,11.6,0,29.71,0,18.4,0,91.3,0,8.8,0,7.7,0,-75.5,14,0,4.81,0,0.45,0,0.455
79,NOCCMSWQ,01/16/2016 13:15, ,0,CMS Pier,0,5.8,11.6,0,29.72,0,18.4,0,91.5,0,8.9,0,7.7,0,-75.6,13,0,5.16,0,0.54,0,0.545
80,NOCCMSWQ,01/16/2016 13:30, ,0,CMS Pier,0,5.8,11.6,0,29.71,0,18.4,0,91.6,0,8.9,0,7.7,0,-75.8,12,0,5,0,0.61,0,0.61
81,NOCCMSWQ,01/16/2016 13:45, ,0,CMS Pier,0,5.8,11.6,0,29.69,0,18.4,0,91.3,0,8.8,0,7.7,0,-75.5,11,0,5.24,0,0.65,0,0.65
82,NOCCMSWQ,01/16/2016 14:00, ,0,CMS Pier,0,5.8,11.6,0,29.71,0,18.4,0,91.3,0,8.8,0,7.7,0,-75.7,9,0,4.69,0,0.71,0,0.706
83,NOCCMSWQ,01/16/2016 14:15, ,0,CMS Pier,0,5.8,11.6,0,29.86,0,18.5,0,91.5,0,8.9,0,7.7,0,-75.9,13,0,5,0,0.76,0,0.757
84,NOCCMSWQ,01/16/2016 14:30, ,0,CMS Pier,0,5.8,11.6,0,30.07,0,18.6,0,91.5,0,8.9,0,7.7,0,-76,15,0,4.83,0,0.81,0,0.814
85,NOCCMSWQ,01/16/2016 14:45, ,0,CMS Pier,0,5.8,11.7,0,30.39,0,18.9,0,91.8,0,8.9,0,7.8,0,-76.6,17,0,5.09,0,0.88,0,0.88
86,NOCCMSWQ,01/16/2016 15:00, ,0,CMS Pier,0,5.8,11.7,0,30.53,0,19.0,0,91.8,0,8.8,0,7.8,0,-76.8,19,0,4.6,0,0.95,0,0.947
87,NOCCMSWQ,01/16/2016 15:15, ,0,CMS Pier,0,5.8,11.7,0,30.76,0,19.1,0,91.9,0,8.8,0,7.8,0,-77.1,15,0,4.28,0,1.01,0,1.012
88,NOCCMSWQ,01/16/2016 15:30, ,0,CMS Pier,0,5.8,11.8,0,31.28,0,19.5,0,91.9,0,8.8,0,7.8,0,-77.6,12,0,4.05,0,1.07,0,1.068
89,NOCCMSWQ,01/16/2016 15:45, ,0,CMS Pier,0,5.8,11.8,0,31.66,0,19.7,0,92.0,0,8.8,0,7.8,0,-78.1,12,0,3.73,0,1.14,0,1.14
90,NOCCMSWQ,01/16/2016 16:00, ,0,CMS Pier,0,5.8,11.9,0,31.77,0,19.8,0,92.0,0,8.8,0,7.8,0,-78.4,12,0,4.11,0,1.21,0,1.208
91,NOCCMSWQ,01/16/2016 16:15, ,0,CMS Pier,0,5.8,11.9,0,32.14,0,20.1,0,92.3,0,8.8,0,7.8,0,-79.1,13,0,3.68,0,1.27,0,1.274
92,NOCCMSWQ,01/16/2016 16:30, ,0,CMS Pier,0,5.8,12.0,0,32.32,0,20.2,0,92.3,0,8.8,0,7.8,0,-79.5,12,0,4,0,1.33,0,1.335
93,NOCCMSWQ,01/16/2016 16:45, ,0,CMS Pier,0,5.8,12.0,0,33.05,0,20.7,0,92.3,0,8.7,0,7.8,0,-80.3,10,0,3.85,0,1.40,0,1.397
94,NOCCMSWQ,01/16/2016 17:00, ,0,CMS Pier,0,5.8,12.1,0,35.19,0,22.2,0,92.8,0,8.7,0,7.8,0,-81.8,8,0,3.36,0,1.46,0,1.457
95,NOCCMSWQ,01/16/2016 17:15, ,0,CMS Pier,0,5.8,12.2,0,37.90,0,24.0,0,93.4,0,8.6,0,7.9,0,-83.5,7,0,3.02,0,1.52,0,1.516
96,NOCCMSWQ,01/16/2016 17:30, ,0,CMS Pier,0,5.8,12.3,0,39.95,0,25.5,0,94.1,0,8.6,0,7.9,0,-84.8,8,0,3.01,0,1.57,0,1.566
97,NOCCMSWQ,01/16/2016 17:45, ,0,CMS Pier,0,5.8,12.4,0,42.81,0,27.5,0,95.1,0,8.6,0,7.9,0,-86.3,6,0,3.45,0,1.61,0,1.609
98,NOCCMSWQ,01/16/2016 18:00, ,0,CMS Pier,0,5.8,12.5,0,44.43,0,28.7,0,95.6,0,8.5,0,7.9,0,-87.3,5,0,3.42,0,1.65,0,1.645
99,NOCCMSWQ,01/16/2016 18:15, ,0,CMS Pier,0,5.8,12.7,0,45.59,0,29.5,0,96.3,0,8.5,0,8.0,0,-88.2,6,0,3,0,1.66,0,1.657
100,NOCCMSWQ,01/16/2016 18:30, ,0,CMS Pier,0,5.8,12.8,0,46.15,0,29.9,0,96.7,0,8.5,0,8.0,0,-88.7,5,0,3.07,0,1.65,0,1.647
101,NOCCMSWQ,01/16/2016 18:45, ,0,CMS Pier,0,5.8,12.7,0,45.62,0,29.5,0,96.7,0,8.5,0,8.0,0,-88.6,4,0,2.83,0,1.60,0,1.597
102,NOCCMSWQ,01/16/2016 19:00, ,0,CMS Pier,0,5.8,12.6,0,40.85,0,26.1,0,96.3,0,8.7,0,7.9,0,-86.8,4,0,2.52,0,1.55,0,1.545
103,NOCCMSWQ,01/16/2016 19:15, ,0,CMS Pier,0,5.8,12.7,0,36.19,0,22.9,0,95.7,0,8.8,0,7.9,0,-84,5,0,2.74,0,1.51,0,1.507
104,NOCCMSWQ,01/16/2016 19:30, ,0,CMS Pier,0,5.8,12.9,0,34.30,0,21.6,0,96.1,0,8.9,0,7.9,0,-82.6,7,0,3.04,0,1.46,0,1.463
105,NOCCMSWQ,01/16/2016 19:45, ,0,CMS Pier,0,5.8,12.9,0,33.38,0,20.9,0,95.5,0,8.9,0,7.8,0,-81.1,8,0,3.08,0,1.41,0,1.411
106,NOCCMSWQ,01/16/2016 20:00, ,0,CMS Pier,0,5.8,12.8,0,32.87,0,20.6,0,95.6,0,8.9,0,7.8,0,-80.6,8,0,3.14,0,1.36,0,1.353
107,NOCCMSWQ,01/16/2016 20:15, ,0,CMS Pier,0,5.8,12.8,0,33.43,0,21.0,0,95.8,0,8.9,0,7.8,0,-81.4,7,0,2.99,0,1.29,0,1.289
108,NOCCMSWQ,01/16/2016 20:30, ,0,CMS Pier,0,5.8,12.8,0,33.16,0,20.8,0,96.0,0,8.9,0,7.8,0,-81.3,9,0,3.16,0,1.23,0,1.228
109,NOCCMSWQ,01/16/2016 20:45, ,0,CMS Pier,0,5.8,12.9,0,32.54,0,20.3,0,96.4,0,9.0,0,7.8,0,-81,11,0,3.27,0,1.17,0,1.173
110,NOCCMSWQ,01/16/2016 21:00, ,0,CMS Pier,0,5.8,12.8,0,32.37,0,20.2,0,96.1,0,9.0,0,7.8,0,-80.9,11,0,3.4,0,1.10,0,1.105
111,NOCCMSWQ,01/16/2016 21:15, ,0,CMS Pier,0,5.8,12.8,0,31.58,0,19.7,0,96.2,0,9.0,0,7.8,0,-80.5,12,0,3.47,0,1.04,0,1.036
112,NOCCMSWQ,01/16/2016 21:30, ,0,CMS Pier,0,5.8,12.8,0,29.38,0,18.2,0,96.4,0,9.1,0,7.8,0,-78.9,11,0,3.66,0,0.97,0,0.965
113,NOCCMSWQ,01/16/2016 21:45, ,0,CMS Pier,0,5.8,12.9,0,30.25,0,18.8,0,96.3,0,9.0,0,7.8,0,-78.5,14,0,3.98,0,0.90,0,0.899
114,NOCCMSWQ,01/16/2016 22:00, ,0,CMS Pier,0,5.8,12.8,0,28.87,0,17.9,0,96.1,0,9.1,0,7.8,0,-77.5,14,0,3.95,0,0.84,0,0.837
115,NOCCMSWQ,01/16/2016 22:15, ,0,CMS Pier,0,5.8,12.8,0,28.50,0,17.6,0,95.9,0,9.1,0,7.8,0,-76.8,13,0,4.2,0,0.77,0,0.768
116,NOCCMSWQ,01/16/2016 22:30, ,0,CMS Pier,0,5.8,12.8,0,28.55,0,17.6,0,95.9,0,9.1,0,7.8,0,-76.7,13,0,4.02,0,0.70,0,0.703
117,NOCCMSWQ,01/16/2016 22:45, ,0,CMS Pier,0,5.8,12.7,0,27.72,0,17.1,0,95.5,0,9.1,0,7.7,0,-75.6,10,0,4.03,0,0.64,0,0.64
118,NOCCMSWQ,01/16/2016 23:00, ,0,CMS Pier,0,5.8,12.7,0,27.27,0,16.8,0,95.4,0,9.1,0,7.7,0,-75.4,10,0,4.19,0,0.58,0,0.578
119,NOCCMSWQ,01/16/2016 23:15, ,0,CMS Pier,0,5.8,12.6,0,26.80,0,16.5,0,95.2,0,9.1,0,7.7,0,-74.9,9,0,4.05,0,0.51,0,0.512
120,NOCCMSWQ,01/16/2016 23:30, ,0,CMS Pier,0,5.8,12.6,0,27.15,0,16.7,0,95.1,0,9.1,0,7.7,0,-74.5,8,0,4.22,0,0.46,0,0.46
121,NOCCMSWQ,01/16/2016 23:45, ,0,CMS Pier,0,5.8,12.6,0,27.18,0,16.7,0,94.9,0,9.1,0,7.7,0,-74.2,7,0,4.02,0,0.42,0,0.422
122,NOCCMSWQ,01/17/2016 00:00, ,0,CMS Pier,0,5.8,12.5,0,26.93,0,16.5,0,94.5,0,9.1,0,7.7,0,-73.8,7,0,3.86,0,0.40,0,0.404
123,NOCCMSWQ,01/17/2016 00:15, ,0,CMS Pier,0,5.8,12.7,0,26.32,0,16.1,0,96.4,0,9.2,0,7.7,0,-75.1,8,0,4.03,0,0.39,0,0.389
124,NOCCMSWQ,01/17/2016 00:30, ,0,CMS Pier,0,5.8,12.5,0,26.61,0,16.3,0,94.9,0,9.1,0,7.7,0,-73.4,7,0,4.22,0,0.38,0,0.384
125,NOCCMSWQ,01/17/2016 00:45, ,0,CMS Pier,0,5.8,12.7,0,26.21,0,16.1,0,96.4,0,9.3,0,7.7,0,-75.3,7,0,4.06,0,0.41,0,0.414
126,NOCCMSWQ,01/17/2016 01:00, ,0,CMS Pier,0,5.8,12.9,0,25.87,0,15.8,0,97.5,0,9.3,0,7.8,0,-76.8,7,0,4.07,0,0.44,0,0.439
127,NOCCMSWQ,01/17/2016 01:15, ,0,CMS Pier,0,5.8,12.9,0,25.81,0,15.8,0,97.5,0,9.3,0,7.8,0,-77,6,0,4.18,0,0.46,0,0.459
128,NOCCMSWQ,01/17/2016 01:30, ,0,CMS Pier,0,5.8,12.9,0,25.26,0,15.4,0,98.2,0,9.4,0,7.8,0,-77.9,6,0,4.02,0,0.50,0,0.502
129,NOCCMSWQ,01/17/2016 01:45, ,0,CMS Pier,0,5.8,13.0,0,24.63,0,15.0,0,98.4,0,9.4,0,7.8,0,-78.3,6,0,4.17,0,0.57,0,0.57
130,NOCCMSWQ,01/17/2016 02:00, ,0,CMS Pier,0,5.8,12.9,0,24.96,0,15.2,0,97.8,0,9.4,0,7.8,0,-77.5,6,0,4.29,0,0.63,0,0.629
131,NOCCMSWQ,01/17/2016 02:15, ,0,CMS Pier,0,5.8,12.9,0,25.22,0,15.4,0,97.3,0,9.3,0,7.8,0,-77.1,5,0,4.1,0,0.68,0,0.678
132,NOCCMSWQ,01/17/2016 02:30, ,0,CMS Pier,0,5.8,13.0,0,25.12,0,15.3,0,97.8,0,9.4,0,7.8,0,-77.6,6,0,4.03,0,0.73,0,0.732
133,NOCCMSWQ,01/17/2016 02:45, ,0,CMS Pier,0,5.8,13.0,0,25.17,0,15.4,0,97.7,0,9.4,0,7.8,0,-77.8,6,0,4.02,0,0.78,0,0.784
134,NOCCMSWQ,01/17/2016 03:00, ,0,CMS Pier,0,5.8,13.0,0,25.89,0,15.9,0,97.6,0,9.3,0,7.8,0,-77.2,7,0,4.1,0,0.85,0,0.848
135,NOCCMSWQ,01/17/2016 03:15, ,0,CMS Pier,0,5.8,13.0,0,26.81,0,16.5,0,97.5,0,9.3,0,7.8,0,-77.7,17,0,5.11,0,0.91,0,0.908
136,NOCCMSWQ,01/17/2016 03:30, ,0,CMS Pier,0,5.8,13.0,0,27.68,0,17.0,0,97.3,0,9.2,0,7.8,0,-78.5,14,0,4.85,0,0.97,0,0.966
137,NOCCMSWQ,01/17/2016 03:45, ,0,CMS Pier,0,5.8,13.2,0,28.62,0,17.7,0,98.4,0,9.3,0,7.8,0,-80,31,0,4.89,0,1.05,0,1.047
