%
% Platform OB05
% Location 34 08.400 deg N  77 42.900 deg W
%
% Deployment depth  16 m
%
timestamp_utc,sitedepth,location,temp,salinity,pressure,depth,oxsat,xmiss,ph,fluo,secchi,chl,chlstd,dsi,dsistd,no3,no3std,po4,po4std,nh4,nh4std,tn,tnstd,tp,tpstd,castnum,bottle,bottletime,latte,samplenum,turbidity,latitude,longitude,scan,density,timej,par,conductivity,filename
2000-09-12,14.9,S,,,,,,,,,,0.415,0.019,,,,,,,,,,,,,09110002,,2000-09-12 00:00:00,,P06,,,,,,,,,
2000-10-17,15.2,S,,,,,,,,,,0.182,0.029,,,,,,,,,,,,,10160003,,2000-10-17 00:00:00,,P02,,,,,,,,,
2000-11-13,16.5,S,,,,,,,,,,0.469,0.036,,,,,,,,,,,,,11130002,,2000-11-13 00:00:00,,P04,,,,,,,,,
2001-01-16,,,21.1831,36.4548,0.469,0.466,7.1627,93.7337,8.288,2.0142,,,,,,,,,,,,,,,,289,11,2001-01-17 12:28:57,,,,,,3602,,,,,01170101.BTL
2001-01-16,,,21.2024,36.4686,0.473,0.47,7.1597,93.6243,8.291,2.1442,,,,,,,,,,,,,,,,288,12,2001-01-17 12:29:03,,,,,,3650,,,,,01170101.BTL
2001-01-16,,,21.0958,36.4917,1.324,1.314,7.1725,93.8297,8.288,2.1767,,,,,,,,,,,,,,,,290,10,2001-01-17 12:28:51,,,,,,3554,,,,,01170101.BTL
2001-01-16,,,17.6364,36.5653,8.718,8.656,7.6462,91.942,8.298,4.8397,,,,,,,,,,,,,,,,1821,9,2001-01-17 12:28:25,,,,,,3346,,,,,01170101.BTL
2001-01-16,,,17.4574,36.5434,10.339,10.265,7.6735,91.4291,8.296,4.9618,,,,,,,,,,,,,,,,1822,8,2001-01-17 12:28:19,,,,,,3298,,,,,01170101.BTL
2001-01-16,,,16.9636,36.5829,15.997,15.882,7.7451,91.4084,8.299,4.1552,,,,,,,,,,,,,,,,1823,7,2001-01-17 12:27:59,,,,,,3138,,,,,01170101.BTL
2001-01-16,,,17.1972,36.5715,17.69,17.563,7.7107,91.4157,8.325,4.1828,,,,,,,,,,,,,,,,1829,1,2001-01-17 12:24:00,,,,,,1226,,,,,01170101.BTL
2001-01-16,,,16.7262,36.5889,17.739,17.612,7.7806,91.5142,8.303,4.2773,,,,,,,,,,,,,,,,1824,6,2001-01-17 12:27:53,,,,,,3090,,,,,01170101.BTL
2001-01-16,,,16.1691,36.6034,23.547,23.378,7.8651,91.158,8.301,5.5468,,,,,,,,,,,,,,,,1825,5,2001-01-17 12:27:32,,,,,,2922,,,,,01170101.BTL
2001-01-16,,,16.1454,36.6042,25.105,24.924,7.8687,91.1969,8.301,4.6181,,,,,,,,,,,,,,,,1826,4,2001-01-17 12:27:26,,,,,,2874,,,,,01170101.BTL
2001-01-16,,,15.7847,36.5834,32.58,32.345,7.9258,91.0073,8.303,5.3597,,,,,,,,,,,,,,,,1827,3,2001-01-17 12:26:59,,,,,,2658,,,,,01170101.BTL
2001-01-16,,,15.7837,36.583,34.143,33.897,7.926,90.8857,8.305,5.5901,,,,,,,,,,,,,,,,1828,2,2001-01-17 12:26:53,,,,,,2610,,,,,01170101.BTL
2002-06-17,,,26.3777,36.3035,0.575,0.571,8.08923,87.1148,8.29,1.5338,,,,,,,,,,,,,,,,284,12,2002-06-17 13:15:58,,,,,,3064,24,169,,5.63133,061702ob05raw.btl
2002-06-17,,,26.3769,36.3033,0.603,0.599,8.08807,87.3475,8.289,1.574,,,,,,,,,,,,,,,,1817,9,2002-06-17 13:15:40,,,,,,2920,24,169,,5.63121,061702ob05raw.btl
2002-06-17,,,26.3789,36.3036,0.648,0.643,8.08756,87.4286,8.288,1.6214,,,,,,,,,,,,,,,,1818,8,2002-06-17 13:15:34,,,,,,2872,24,169,,5.63148,061702ob05raw.btl
2002-06-17,,,26.3766,36.305,0.753,0.748,8.08882,87.4091,8.291,1.5058,,,,,,,,,,,,,,,,285,11,2002-06-17 13:15:52,,,,,,3016,24,169,,5.63142,061702ob05raw.btl
2002-06-17,,,26.3761,36.304,0.759,0.753,8.0883,87.346,8.29,1.5569,,,,,,,,,,,,,,,,286,10,2002-06-17 13:15:46,,,,,,2968,24,169,,5.63123,061702ob05raw.btl
2002-06-17,,,26.3769,36.3035,1.036,1.029,8.08698,87.4001,8.288,1.5472,,,,,,,,,,,,,,,,1819,7,2002-06-17 13:15:28,,,,,,2824,24,169,,5.63127,061702ob05raw.btl
2002-06-17,15.2,S,26.3772,36.3044,1.786,1.773,8.08733,87.5052,8.288,1.6068,14,0.233,0.012,,,0.201,0.018,0.146,0.009,0.799,0.012,7.489,0.223,0.25,0.024,1820,6,2002-06-17 13:15:22,,149,,,,2776,24,169,,5.63146,061702ob05raw.btl
2002-06-17,,,26.371,36.3032,4.68,4.647,8.08931,87.4196,8.288,1.8537,,,,,,,,,,,,,,,,1821,5,2002-06-17 13:15:00,,,,,,2600,24,169,,5.63073,061702ob05raw.btl
2002-06-17,15.2,M,26.3747,36.3036,7.769,7.713,8.08901,87.262,8.289,2.0411,14,0.273,0.012,,,0.185,0.038,0.138,0.005,0.787,0.061,7.697,0.195,0.282,0.01,1822,4,2002-06-17 13:14:38,,150,,,,2424,24,169,,5.63132,061702ob05raw.btl
2002-06-17,,,26.3759,36.3043,10.78,10.702,8.08752,87.0622,8.288,2.0362,,,,,,,,,,,,,,,,1823,3,2002-06-17 13:14:18,,,,,,2264,24,169,,5.63169,061702ob05raw.btl
2002-06-17,15.2,B,26.3755,36.3041,13.497,13.4,8.08633,87.2229,8.29,2.0776,14,0.298,0.009,,,0.172,0.005,0.153,0.005,0.728,0.038,8.264,0.425,0.286,0.014,1824,2,2002-06-17 13:14:01,,151,,,,2128,24,169,,5.63174,061702ob05raw.btl
2002-06-17,,,26.3802,36.3058,14.608,14.503,7.66678,87.304,8.289,1.9547,,,,,,,,,,,,,,,,1825,1,2002-06-17 13:12:09,,,,,,1232,24,169,,5.63252,061702ob05raw.btl
2002-09-05,,,27.7074,34.898,0.331,0.328,4.72212,-1.108,8.268,1.445,,,,,,,,,,,,,,,,1481,12,2002-09-05 12:30:11,,,,,,3064,22,249,,5.57734,090502ob05raw.btl
2002-09-05,,,27.8745,35.6813,0.342,0.34,4.68015,-1.108,8.267,1.445,,,,,,,,,,,,,,,,1934,9,2002-09-05 12:29:53,,,,,,2920,23,249,,5.70627,090502ob05raw.btl
2002-09-05,,,27.714,34.964,0.359,0.356,4.71955,-1.108,8.268,1.445,,,,,,,,,,,,,,,,1482,11,2002-09-05 12:30:05,,,,,,3016,22,249,,5.58741,090502ob05raw.btl
2002-09-05,,,27.749,35.0898,0.387,0.384,4.71176,-1.108,8.268,1.445,,,,,,,,,,,,,,,,1483,10,2002-09-05 12:29:59,,,,,,2968,23,249,,5.60895,090502ob05raw.btl
