%
% Platform OB27
% Location 33 59.600 deg N  77 21.200 deg W
%
% Deployment depth  27 m
%
timestamp_utc,sitedepth,location,temp,salinity,pressure,depth,oxsat,xmiss,ph,fluo,secchi,chl,chlstd,dsi,dsistd,no3,no3std,po4,po4std,nh4,nh4std,tn,tnstd,tp,tpstd,castnum,bottle,bottletime,latte,samplenum,turbidity,latitude,longitude,scan,density,timej,par,conductivity,filename
2000-04-20,,,18.7759,35.8325,2.051,2.036,,11.8593,8.184,74.7727,,,,,,,,,,,,,,,,284,12,2000-04-17 13:13:28,,,,,,750,26,109,,4.76681,041800ob27raw.btl
2000-04-20,27.7,S,18.7648,35.832,3.166,3.144,7.5163,11.8031,8.183,74.8802,13.5,0.042,0.003,1.158,0.41,0.371,0.064,2.749,0.054,1.093,0.391,4.778,0.386,0.543,0.003,285,11,2000-04-17 13:13:25,,3,,,,744,26,109,,4.76566,041800ob27raw.btl
2000-04-20,,,18.6899,35.8318,6.36,6.315,,11.5376,8.185,74.9547,,,,,,,,,,,,,,,,286,10,2000-04-17 13:13:09,,,,,,712,26,109,,4.75807,041800ob27raw.btl
2000-04-20,,,18.6549,35.8311,6.984,6.934,,11.4866,8.185,74.8678,,,,,,,,,,,,,,,,1817,9,2000-04-17 13:13:06,,,,,,706,26,109,,4.75442,041800ob27raw.btl
2000-04-20,,,18.5781,35.8279,9.329,9.261,,11.3539,8.185,74.8264,,,,,,,,,,,,,,,,1818,8,2000-04-17 13:12:59,,,,,,691,26,109,,4.74625,041800ob27raw.btl
2000-04-20,27.7,M,18.5598,35.8317,9.839,9.769,7.5454,11.313,8.185,74.8554,13.5,0.047,0.004,0.869,0,0.482,0.148,2.691,0.071,1.498,0.671,3.584,0.361,0.579,0.06,1819,7,2000-04-17 13:12:56,,2,,,,685,26,109,,4.74484,041800ob27raw.btl
2000-04-20,,,18.3728,35.9145,13.374,13.278,,11.1241,8.191,74.326,,,,,,,,,,,,,,,,1820,6,2000-04-17 13:12:45,,,,,,664,26,109,,4.73551,041800ob27raw.btl
2000-04-20,,,18.3709,35.8743,14.319,14.217,,8.7042,8.172,74.3301,,,,,,,,,,,,,,,,1825,1,2000-04-17 13:10:28,,,,,,390,26,109,,4.73064,041800ob27raw.btl
2000-04-20,,,18.3879,35.9641,16.191,16.075,,10.9557,8.186,71.7739,,,,,,,,,,,,,,,,1821,5,2000-04-17 13:12:35,,,,,,644,26,109,,4.74301,041800ob27raw.btl
2000-04-20,,,18.3901,35.9548,16.815,16.695,,10.9046,8.186,71.7946,,,,,,,,,,,,,,,,1822,4,2000-04-17 13:12:32,,,,,,638,26,109,,4.74219,041800ob27raw.btl
2000-04-20,,,18.3868,35.9677,19.765,19.623,,10.6851,8.186,70.5661,,,,,,,,,,,,,,,,1823,3,2000-04-17 13:12:20,,,,,,613,26,109,,4.74349,041800ob27raw.btl
2000-04-20,27.7,B,18.3859,35.9682,21.07,20.918,7.5642,10.634,8.186,70.7688,13.5,0.216,0.042,1.255,0.157,0.667,0.048,0.467,0.068,1.632,0.939,4.302,1.09,0.616,0.004,1824,2,2000-04-17 13:12:17,,1,,,,607,26,109,,4.74352,041800ob27raw.btl
2000-05-17,,,22.1413,36.0281,2.656,2.637,6.01043,94.3087,8.129,0.5267,,,,,,,,,,,,,,,,383,12,2000-05-16 17:06:15,,,,,,725,25,138,,5.14155,051600ob27raw.btl
2000-05-17,27.7,S,22.1304,36.0312,2.883,2.862,6.04016,96.0751,8.126,0.5474,22.5,0.07,0.01,1.062,0.136,0.515,0.009,0.261,0.014,2.031,0.445,6.259,1.932,0.482,0.056,384,11,2000-05-16 17:06:11,,10,,,,718,25,138,,5.14081,051600ob27raw.btl
2000-05-17,,,22.0585,36.0228,7.703,7.648,6.05892,93.3183,8.133,0.6922,,,,,,,,,,,,,,,,385,10,2000-05-16 17:05:50,,,,,,675,25,138,,5.13237,051600ob27raw.btl
2000-05-17,,,22.0627,36.0327,8.894,8.83,6.14842,93.3693,8.125,0.6218,,,,,,,,,,,,,,,,1834,1,2000-05-16 17:02:40,,,,,,295,25,138,,5.13413,051600ob27raw.btl
2000-05-17,,,22.0339,36.0225,9.744,9.675,6.06807,93.2314,8.134,0.7211,,,,,,,,,,,,,,,,1826,9,2000-05-16 17:05:42,,,,,,659,25,138,,5.12983,051600ob27raw.btl
2000-05-17,,,22.0267,36.0219,10.274,10.2,6.06953,93.2621,8.133,0.7211,,,,,,,,,,,,,,,,1827,8,2000-05-16 17:05:39,,,,,,653,25,138,,5.12903,051600ob27raw.btl
2000-05-17,,,22.011,36.0209,12.618,12.528,6.08822,93.1906,8.134,0.7791,,,,,,,,,,,,,,,,1828,7,2000-05-16 17:05:30,,,,,,636,25,138,,5.12734,051600ob27raw.btl
2000-05-17,27.7,M,22.0064,36.0201,13.45,13.353,6.08266,93.257,8.134,0.8039,22.5,0.075,0.002,0.933,0.227,0.485,0.036,0.305,0.026,3.809,0.43,4.908,0.645,0.446,0.015,1829,6,2000-05-16 17:05:27,,11,,,,630,25,138,,5.1268,051600ob27raw.btl
2000-05-17,,,21.9933,36.0192,15.473,15.362,6.09996,93.2621,8.135,0.8659,,,,,,,,,,,,,,,,1830,5,2000-05-16 17:05:19,,,,,,613,25,138,,5.12539,051600ob27raw.btl
2000-05-17,,,21.9905,36.0176,16.475,16.357,6.08171,93.1855,8.135,0.8783,,,,,,,,,,,,,,,,1831,4,2000-05-16 17:05:16,,,,,,607,25,138,,5.12494,051600ob27raw.btl
2000-05-17,,,21.9842,36.0189,18.612,18.478,6.10915,93.2366,8.133,0.9859,,,,,,,,,,,,,,,,1832,3,2000-05-16 17:05:08,,,,,,591,25,138,,5.12454,051600ob27raw.btl
