%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% conductivity (siemens)
% depth (m)
%
timestamp_utc,depth,conductivity,conductivity_quality
2006-05-16 14:30:01,15,4.94435,0
2006-05-16 14:45:01,15,4.93941,0
2006-05-16 15:00:01,15,4.93725,0
2006-05-16 15:15:01,15,4.93454,0
2006-05-16 15:30:01,15,4.93095,0
2006-05-16 15:45:01,15,4.9257,0
2006-05-16 16:00:01,15,4.92673,0
2006-05-16 16:15:01,15,4.92841,0
2006-05-16 16:30:01,15,4.93487,0
2006-05-16 16:45:01,15,4.93612,0
2006-05-16 17:00:01,15,4.92686,0
2006-05-16 17:15:01,15,4.93091,0
2006-05-16 17:30:01,15,4.92696,0
2006-05-16 17:45:01,15,4.92336,0
2006-05-16 18:00:01,15,4.92191,0
2006-05-16 18:15:01,15,4.93397,0
2006-05-16 18:30:01,15,4.92665,0
2006-05-16 18:45:01,15,4.92123,0
2006-05-16 19:00:01,15,4.92047,0
2006-05-16 19:15:01,15,4.93322,0
2006-05-16 19:30:01,15,4.91852,0
2006-05-16 19:45:01,15,4.92843,0
2006-05-16 20:00:01,15,4.9274,0
2006-05-16 20:15:01,15,4.92567,0
2006-05-16 20:30:01,15,4.92307,0
2006-05-16 20:45:01,15,4.92082,0
2006-05-16 21:00:01,15,4.92049,0
2006-05-16 21:15:01,15,4.91679,0
2006-05-16 21:30:01,15,4.9224,0
2006-05-16 21:45:01,15,4.92322,0
2006-05-16 22:00:01,15,4.92118,0
2006-05-16 22:15:01,15,4.92356,0
2006-05-16 22:30:01,15,4.92485,0
2006-05-16 22:45:01,15,4.91902,0
2006-05-16 23:00:01,15,4.92044,0
2006-05-16 23:15:01,15,4.92247,0
2006-05-16 23:30:01,15,4.92168,0
2006-05-16 23:45:01,15,4.92658,0
2006-05-17 00:00:01,15,4.92983,0
2006-05-17 00:15:01,15,4.92761,0
2006-05-17 00:30:01,15,4.92794,0
2006-05-17 00:45:01,15,4.93326,0
2006-05-17 01:00:01,15,4.94074,0
2006-05-17 01:15:01,15,4.93952,0
2006-05-17 01:30:01,15,4.93766,0
2006-05-17 01:45:01,15,4.93997,0
2006-05-17 02:00:01,15,4.94407,0
2006-05-17 02:15:01,15,4.93644,0
2006-05-17 02:30:01,15,4.9372,0
2006-05-17 02:45:02,15,4.92346,0
2006-05-17 03:00:02,15,4.93397,0
2006-05-17 03:15:02,15,4.94149,0
2006-05-17 03:30:02,15,4.94089,0
2006-05-17 03:45:02,15,4.92196,0
2006-05-17 04:00:02,15,4.91606,0
2006-05-17 04:15:02,15,4.94159,0
