%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% conductivity (siemens)
% depth (m)
%
timestamp_utc,depth,conductivity,conductivity_quality
2012-01-01 00:00:01,30,4.87847,0
2012-01-01 00:15:01,30,4.87692,0
2012-01-01 00:30:01,30,4.87473,0
2012-01-01 00:45:01,30,4.86821,0
2012-01-01 01:00:01,30,4.86549,0
2012-01-01 01:15:01,30,4.86333,0
2012-01-01 01:30:01,30,4.86038,0
2012-01-01 01:45:01,30,4.85883,0
2012-01-01 02:00:01,30,4.85616,0
2012-01-01 02:15:01,30,4.85159,0
2012-01-01 02:30:01,30,4.84706,0
2012-01-01 02:45:01,30,4.84467,0
2012-01-01 03:00:01,30,4.84255,0
2012-01-01 03:15:01,30,4.83859,0
2012-01-01 03:30:01,30,4.83598,0
2012-01-01 03:45:01,30,4.82831,0
2012-01-01 04:00:01,30,4.82607,0
2012-01-01 04:15:01,30,4.82444,0
2012-01-01 04:30:01,30,4.81881,0
2012-01-01 04:45:01,30,4.81001,0
2012-01-01 05:00:01,30,4.80718,0
2012-01-01 05:15:01,30,4.80211,0
2012-01-01 05:30:01,30,4.80019,0
2012-01-01 05:45:01,30,4.79022,0
2012-01-01 06:00:01,30,4.78584,0
2012-01-01 06:15:01,30,4.7824,0
2012-01-01 06:30:01,30,4.77885,0
2012-01-01 06:45:01,30,4.77219,0
2012-01-01 07:00:01,30,4.77096,0
2012-01-01 07:15:01,30,4.77061,0
2012-01-01 07:30:01,30,4.7675,0
2012-01-01 07:45:01,30,4.76669,0
2012-01-01 08:00:01,30,4.76596,0
2012-01-01 08:15:01,30,4.76554,0
2012-01-01 08:30:01,30,4.76562,0
2012-01-01 08:45:01,30,4.76438,0
2012-01-01 09:00:01,30,4.76332,0
2012-01-01 09:15:01,30,4.76034,0
2012-01-01 09:30:01,30,4.7563,0
2012-01-01 09:45:01,30,4.75406,0
2012-01-01 10:00:01,30,4.75147,0
2012-01-01 10:15:01,30,4.74812,0
2012-01-01 10:30:01,30,4.74709,0
2012-01-01 10:45:01,30,4.74356,0
2012-01-01 11:00:01,30,4.73764,0
2012-01-01 11:15:01,30,4.73728,0
2012-01-01 11:30:01,30,4.73278,0
2012-01-01 11:45:01,30,4.73015,0
2012-01-01 12:00:01,30,4.73043,0
2012-01-01 12:15:01,30,4.73039,0
2012-01-01 12:30:01,30,4.72929,0
2012-01-01 12:45:01,30,4.72713,0
2012-01-01 13:00:01,30,4.72697,0
2012-01-01 13:15:01,30,4.72705,0
2012-01-01 13:30:01,30,4.72589,0
2012-01-01 13:45:01,30,4.72567,0
2012-01-01 14:00:01,30,4.72478,0
2012-01-01 14:15:01,30,4.72328,0
2012-01-01 14:30:01,30,4.72109,0
2012-01-01 14:45:01,30,4.71886,0
2012-01-01 15:00:01,30,4.71785,0
2012-01-01 15:15:01,30,4.71772,0
2012-01-01 15:30:01,30,4.71848,0
2012-01-01 15:45:01,30,4.71866,0
2012-01-01 16:00:01,30,4.71981,0
2012-01-01 16:15:01,30,4.72,0
2012-01-01 16:30:01,30,4.71979,0
2012-01-01 16:45:01,30,4.71968,0
2012-01-01 17:00:01,30,4.71965,0
2012-01-01 17:15:01,30,4.71971,0
2012-01-01 17:30:01,30,4.71979,0
2012-01-01 17:45:01,30,4.71981,0
2012-01-01 18:00:01,30,4.71981,0
2012-01-01 18:15:01,30,4.72001,0
2012-01-01 18:30:01,30,4.71985,0
2012-01-01 18:45:01,30,4.72008,0
2012-01-01 19:00:01,30,4.72025,0
2012-01-01 19:15:01,30,4.72025,0
2012-01-01 19:30:01,30,4.72033,0
2012-01-01 19:45:01,30,4.71993,0
2012-01-01 20:00:01,30,4.71951,0
2012-01-01 20:15:01,30,4.71954,0
2012-01-01 20:30:01,30,4.72031,0
2012-01-01 20:45:01,30,4.72177,0
2012-01-01 21:00:01,30,4.72061,0
2012-01-01 21:15:01,30,4.72131,0
2012-01-01 21:30:01,30,4.72,0
2012-01-01 21:45:01,30,4.71937,0
2012-01-01 22:00:01,30,4.71906,0
2012-01-01 22:15:01,30,4.71843,0
2012-01-01 22:30:01,30,4.71845,0
2012-01-01 22:45:01,30,4.71965,0
2012-01-01 23:00:01,30,4.72211,0
2012-01-01 23:15:01,30,4.72252,0
2012-01-01 23:30:01,30,4.72344,0
2012-01-01 23:45:01,30,4.7242,0
2012-01-02 00:00:01,30,4.72475,0
2012-01-02 00:15:01,30,4.72621,0
2012-01-02 00:30:01,30,4.72638,0
2012-01-02 00:45:01,30,4.72667,0
2012-01-02 01:00:01,30,4.72583,0
2012-01-02 01:15:01,30,4.72518,0
2012-01-02 01:30:01,30,4.72983,0
2012-01-02 01:45:01,30,4.72934,0
2012-01-02 02:00:01,30,4.73327,0
2012-01-02 02:15:01,30,4.733,0
2012-01-02 02:30:01,30,4.73484,0
2012-01-02 02:45:01,30,4.7388,0
2012-01-02 03:00:01,30,4.74055,0
2012-01-02 03:15:01,30,4.74825,0
2012-01-02 03:30:01,30,4.75131,0
2012-01-02 03:45:01,30,4.75472,0
2012-01-02 04:00:01,30,4.75736,0
2012-01-02 04:15:01,30,4.7601,0
2012-01-02 04:30:01,30,4.76243,0
2012-01-02 04:45:01,30,4.76211,0
2012-01-02 05:00:01,30,4.76268,0
2012-01-02 05:15:01,30,4.76278,0
2012-01-02 05:30:01,30,4.76242,0
2012-01-02 05:45:01,30,4.76254,0
2012-01-02 06:00:01,30,4.76216,0
2012-01-02 06:15:01,30,4.76208,0
2012-01-02 06:30:01,30,4.76281,0
2012-01-02 06:45:01,30,4.7634,0
2012-01-02 07:00:01,30,4.76316,0
2012-01-02 07:15:01,30,4.76359,0
2012-01-02 07:30:01,30,4.76249,0
2012-01-02 07:45:01,30,4.76259,0
2012-01-02 08:00:01,30,4.76492,0
2012-01-02 08:15:01,30,4.77322,0
2012-01-02 08:30:01,30,4.77605,0
2012-01-02 08:45:01,30,4.77416,0
2012-01-02 09:00:01,30,4.77692,0
2012-01-02 09:15:01,30,4.78187,0
2012-01-02 09:30:01,30,4.77726,0
2012-01-02 09:45:01,30,4.78864,0
2012-01-02 10:00:01,30,4.79482,0
2012-01-02 10:15:01,30,4.78623,0
2012-01-02 10:30:01,30,4.80022,0
2012-01-02 10:45:01,30,4.79259,0
2012-01-02 11:00:01,30,4.83747,0
2012-01-02 11:15:01,30,4.80681,0
2012-01-02 11:30:01,30,4.80364,0
2012-01-02 11:45:01,30,4.83918,0
2012-01-02 12:00:01,30,4.84747,0
2012-01-02 12:15:01,30,4.83803,0
2012-01-02 12:30:01,30,4.81913,0
2012-01-02 12:45:01,30,4.82588,0
2012-01-02 13:00:01,30,4.83618,0
2012-01-02 13:15:01,30,4.85218,0
2012-01-02 13:30:01,30,4.86496,0
2012-01-02 13:45:01,30,4.87736,0
2012-01-02 14:00:01,30,4.88819,0
2012-01-02 14:15:01,30,4.89024,0
2012-01-02 14:30:01,30,4.89459,0
2012-01-02 14:45:01,30,4.89658,0
2012-01-02 15:00:01,30,4.89578,0
2012-01-02 15:15:01,30,4.89978,0
2012-01-02 15:30:01,30,4.87742,0
2012-01-02 15:45:01,30,4.87571,0
2012-01-02 16:00:01,30,4.86877,0
2012-01-02 16:15:01,30,4.86359,0
2012-01-02 16:30:01,30,4.86059,0
2012-01-02 16:45:01,30,4.86151,0
2012-01-02 17:00:01,30,4.8613,0
2012-01-02 17:15:01,30,4.8617,0
2012-01-02 17:30:01,30,4.86038,0
2012-01-02 17:45:01,30,4.85994,0
2012-01-02 18:00:01,30,4.85988,0
2012-01-02 18:15:01,30,4.86024,0
2012-01-02 18:30:01,30,4.86039,0
2012-01-02 18:45:01,30,4.86043,0
2012-01-02 19:00:01,30,4.86032,0
2012-01-02 19:15:01,30,4.85878,0
2012-01-02 19:30:01,30,4.85371,0
2012-01-02 19:45:01,30,4.85,0
2012-01-02 20:00:01,30,4.84695,0
2012-01-02 20:15:01,30,4.84538,0
2012-01-02 20:30:01,30,4.84411,0
2012-01-02 20:45:01,30,4.8427,0
2012-01-02 21:00:01,30,4.84137,0
2012-01-02 21:15:01,30,4.84087,0
2012-01-02 21:30:01,30,4.84,0
2012-01-02 21:45:01,30,4.83963,0
2012-01-02 22:00:01,30,4.83744,0
2012-01-02 22:15:01,30,4.83615,0
2012-01-02 22:30:01,30,4.83564,0
2012-01-02 22:45:01,30,4.83497,0
2012-01-02 23:00:01,30,4.83466,0
2012-01-02 23:15:01,30,4.83494,0
2012-01-02 23:30:01,30,4.83497,0
2012-01-02 23:45:01,30,4.83492,0
2012-01-03 00:00:01,30,4.83482,0
2012-01-03 00:15:01,30,4.83435,0
2012-01-03 00:30:01,30,4.83377,0
2012-01-03 00:45:01,30,4.83338,0
2012-01-03 01:00:01,30,4.83302,0
2012-01-03 01:15:01,30,4.83276,0
2012-01-03 01:30:01,30,4.83257,0
2012-01-03 01:45:01,30,4.83265,0
2012-01-03 02:00:01,30,4.83247,0
2012-01-03 02:15:01,30,4.83127,0
2012-01-03 02:30:01,30,4.82948,0
2012-01-03 02:45:01,30,4.82935,0
2012-01-03 03:00:01,30,4.8275,0
2012-01-03 03:15:01,30,4.82678,0
2012-01-03 03:30:01,30,4.82484,0
2012-01-03 03:45:01,30,4.82382,0
2012-01-03 04:00:01,30,4.82309,0
2012-01-03 04:15:01,30,4.82221,0
2012-01-03 04:30:01,30,4.82213,0
2012-01-03 04:45:01,30,4.82235,0
2012-01-03 05:00:01,30,4.82266,0
2012-01-03 05:15:01,30,4.82259,0
2012-01-03 05:30:01,30,4.82133,0
2012-01-03 05:45:01,30,4.82157,0
2012-01-03 06:00:01,30,4.82163,0
2012-01-03 06:15:01,30,4.82203,0
2012-01-03 06:30:01,30,4.82251,0
2012-01-03 06:45:01,30,4.82165,0
2012-01-03 07:00:01,30,4.82149,0
2012-01-03 07:15:01,30,4.82165,0
2012-01-03 07:30:01,30,4.82091,0
2012-01-03 07:45:01,30,4.82034,0
2012-01-03 08:00:01,30,4.81969,0
2012-01-03 08:15:01,30,4.81905,0
2012-01-03 08:30:01,30,4.81905,0
2012-01-03 08:45:01,30,4.81924,0
2012-01-03 09:00:01,30,4.81972,0
2012-01-03 09:15:01,30,4.81772,0
2012-01-03 09:30:01,30,4.81733,0
2012-01-03 09:45:01,30,4.81602,0
2012-01-03 10:00:01,30,4.81519,0
2012-01-03 10:15:01,30,4.81556,0
2012-01-03 10:30:01,30,4.81741,0
2012-01-03 10:45:01,30,4.81642,0
2012-01-03 11:00:01,30,4.8157,0
2012-01-03 11:15:01,30,4.81654,0
2012-01-03 11:30:01,30,4.81648,0
2012-01-03 11:45:01,30,4.84231,0
2012-01-03 12:00:01,30,4.81836,0
2012-01-03 12:15:01,30,4.8175,0
2012-01-03 12:30:01,30,4.81828,0
2012-01-03 12:45:01,30,4.83055,0
2012-01-03 13:00:01,30,4.83867,0
2012-01-03 13:15:01,30,4.83773,0
2012-01-03 13:30:01,30,4.84832,0
2012-01-03 13:45:01,30,4.84867,0
2012-01-03 14:00:01,30,4.85173,0
2012-01-03 14:15:01,30,4.84329,0
2012-01-03 14:30:01,30,4.85421,0
2012-01-03 14:45:01,30,4.8601,0
2012-01-03 15:00:01,30,4.86391,0
2012-01-03 15:15:01,30,4.86585,0
2012-01-03 15:30:01,30,4.86626,0
2012-01-03 15:45:01,30,4.86725,0
