%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% sea_water_practical_salinity (ppt)
% depth (m)
%
timestamp_utc,depth,sea_water_practical_salinity,sea_water_practical_salinity_quality
2007-01-01 00:00:00,15,36.3151,0
2007-01-01 00:15:00,15,36.3656,0
2007-01-01 00:30:00,15,36.3105,0
2007-01-01 00:45:00,15,36.3278,0
2007-01-01 01:00:00,15,36.3485,0
2007-01-01 01:15:00,15,36.3383,0
2007-01-01 01:30:00,15,36.3354,0
2007-01-01 01:45:00,15,36.3202,0
2007-01-01 02:00:00,15,36.3336,0
2007-01-01 02:15:00,15,36.3218,0
2007-01-01 02:30:00,15,36.3443,0
2007-01-01 02:45:00,15,36.3259,0
2007-01-01 03:00:00,15,36.3421,0
2007-01-01 03:15:00,15,36.306,0
2007-01-01 03:30:00,15,36.3232,0
2007-01-01 03:45:00,15,36.312,0
2007-01-01 04:00:00,15,36.3157,0
2007-01-01 04:15:00,15,36.3233,0
2007-01-01 04:30:00,15,36.3202,0
2007-01-01 04:45:00,15,36.3103,0
2007-01-01 05:00:00,15,36.3142,0
2007-01-01 05:15:00,15,36.3202,0
2007-01-01 05:30:00,15,36.3176,0
2007-01-01 05:45:00,15,36.3233,0
2007-01-01 06:00:00,15,36.3227,0
2007-01-01 06:15:01,15,36.3065,0
2007-01-01 06:30:01,15,36.3154,0
2007-01-01 06:45:01,15,36.314,0
2007-01-01 07:00:01,15,36.3186,0
2007-01-01 07:15:01,15,36.3081,0
2007-01-01 07:30:01,15,36.3121,0
2007-01-01 07:45:01,15,36.3205,0
2007-01-01 08:00:01,15,36.2997,0
2007-01-01 08:15:01,15,36.3184,0
2007-01-01 08:30:01,15,36.3194,0
2007-01-01 08:45:01,15,36.3174,0
2007-01-01 09:00:01,15,36.3117,0
2007-01-01 09:15:01,15,36.3231,0
2007-01-01 09:30:01,15,36.3249,0
2007-01-01 09:45:01,15,36.3315,0
2007-01-01 10:00:01,15,36.3192,0
2007-01-01 10:15:01,15,36.3307,0
2007-01-01 10:30:01,15,36.329,0
2007-01-01 10:45:01,15,36.3328,0
2007-01-01 11:00:01,15,36.3318,0
2007-01-01 11:15:01,15,36.33,0
2007-01-01 11:30:01,15,36.3319,0
2007-01-01 11:45:01,15,36.3308,0
2007-01-01 12:00:01,15,36.3303,0
2007-01-01 12:15:01,15,36.3316,0
2007-01-01 12:30:01,15,36.3309,0
2007-01-01 12:45:01,15,36.3332,0
2007-01-01 13:00:01,15,36.33,0
2007-01-01 13:15:01,15,36.334,0
2007-01-01 13:30:01,15,36.3303,0
2007-01-01 13:45:01,15,36.3329,0
2007-01-01 14:00:01,15,36.3302,0
2007-01-01 14:15:01,15,36.3336,0
2007-01-01 14:30:01,15,36.3319,0
2007-01-01 14:45:01,15,36.334,0
2007-01-01 15:00:01,15,36.3314,0
2007-01-01 15:15:01,15,36.3314,0
2007-01-01 15:30:01,15,36.3321,0
2007-01-01 15:45:01,15,36.3307,0
2007-01-01 16:00:01,15,36.328,0
2007-01-01 16:15:01,15,36.3278,0
2007-01-01 16:30:01,15,36.3286,0
2007-01-01 16:45:01,15,36.3294,0
2007-01-01 17:00:01,15,36.3304,0
2007-01-01 17:15:01,15,36.3325,0
2007-01-01 17:30:01,15,36.3327,0
2007-01-01 17:45:01,15,36.3388,0
2007-01-01 18:00:01,15,36.3363,0
2007-01-01 18:15:01,15,36.3347,0
2007-01-01 18:30:01,15,36.3299,0
2007-01-01 18:45:01,15,36.3338,0
2007-01-01 19:00:01,15,36.333,0
2007-01-01 19:15:01,15,36.3351,0
2007-01-01 19:30:01,15,36.3329,0
2007-01-01 19:45:01,15,36.3357,0
2007-01-01 20:00:01,15,36.3356,0
2007-01-01 20:15:01,15,36.3314,0
2007-01-01 20:30:01,15,36.3337,0
2007-01-01 20:45:01,15,36.3363,0
2007-01-01 21:00:01,15,36.334,0
2007-01-01 21:15:01,15,36.3361,0
2007-01-01 21:30:01,15,36.3377,0
2007-01-01 21:45:01,15,36.3383,0
2007-01-01 22:00:01,15,36.3385,0
2007-01-01 22:15:01,15,36.3391,0
2007-01-01 22:30:01,15,36.3478,0
2007-01-01 22:45:01,15,36.3545,0
2007-01-01 23:00:01,15,36.3499,0
2007-01-01 23:15:01,15,36.3579,0
2007-01-01 23:30:01,15,36.3566,0
2007-01-01 23:45:01,15,36.355,0
