%
% Platform OB27M
% Location 33 59.646 deg N  77 21.144 deg W
% Quality  0 = not evaluated, 1 = bad, 2 = suspect, 3 = good, -9 = missing
%
% sea_water_practical_salinity (ppt)
% depth (m)
%
timestamp_utc,depth,sea_water_practical_salinity,sea_water_practical_salinity_quality
2006-05-16 14:30:01,15,35.9992,0
2006-05-16 14:45:01,15,35.9706,0
2006-05-16 15:00:01,15,35.9609,0
2006-05-16 15:15:01,15,35.9589,0
2006-05-16 15:30:01,15,35.9392,0
2006-05-16 15:45:01,15,35.915,0
2006-05-16 16:00:01,15,35.9174,0
2006-05-16 16:15:01,15,35.9117,0
2006-05-16 16:30:01,15,35.9315,0
2006-05-16 16:45:01,15,35.9214,0
2006-05-16 17:00:01,15,35.8789,0
2006-05-16 17:15:01,15,35.8856,0
2006-05-16 17:30:01,15,35.8385,0
2006-05-16 17:45:01,15,35.8537,0
2006-05-16 18:00:01,15,35.8295,0
2006-05-16 18:15:01,15,35.8762,0
2006-05-16 18:30:01,15,35.8578,0
2006-05-16 18:45:01,15,35.8223,0
2006-05-16 19:00:01,15,35.8253,0
2006-05-16 19:15:01,15,35.8694,0
2006-05-16 19:30:01,15,35.8228,0
2006-05-16 19:45:01,15,35.8385,0
2006-05-16 20:00:01,15,35.8347,0
2006-05-16 20:15:01,15,35.8317,0
2006-05-16 20:30:01,15,35.8312,0
2006-05-16 20:45:01,15,35.8115,0
2006-05-16 21:00:01,15,35.8096,0
2006-05-16 21:15:01,15,35.8088,0
2006-05-16 21:30:01,15,35.8058,0
2006-05-16 21:45:01,15,35.8152,0
2006-05-16 22:00:01,15,35.8166,0
2006-05-16 22:15:01,15,35.8195,0
2006-05-16 22:30:01,15,35.8236,0
2006-05-16 22:45:01,15,35.8237,0
2006-05-16 23:00:01,15,35.8198,0
2006-05-16 23:15:01,15,35.8292,0
2006-05-16 23:30:01,15,35.8278,0
2006-05-16 23:45:01,15,35.8535,0
2006-05-17 00:00:01,15,35.8618,0
2006-05-17 00:15:01,15,35.8553,0
2006-05-17 00:30:01,15,35.8659,0
2006-05-17 00:45:01,15,35.8886,0
2006-05-17 01:00:01,15,35.9082,0
2006-05-17 01:15:01,15,35.9084,0
2006-05-17 01:30:01,15,35.9039,0
2006-05-17 01:45:01,15,35.9197,0
2006-05-17 02:00:01,15,35.9224,0
2006-05-17 02:15:01,15,35.9065,0
2006-05-17 02:30:01,15,35.9094,0
2006-05-17 02:45:02,15,35.8578,0
2006-05-17 03:00:02,15,35.8944,0
2006-05-17 03:15:02,15,35.9192,0
2006-05-17 03:30:02,15,35.914,0
2006-05-17 03:45:02,15,35.8465,0
2006-05-17 04:00:02,15,35.8164,0
2006-05-17 04:15:02,15,35.9205,0
2006-05-17 04:30:02,15,35.8606,0
2006-05-17 04:45:02,15,35.9193,0
2006-05-17 05:00:02,15,35.8837,0
2006-05-17 05:15:02,15,35.9072,0
2006-05-17 05:30:02,15,35.8996,0
2006-05-17 05:45:01,15,35.9283,0
2006-05-17 06:00:01,15,35.925,0
2006-05-17 06:15:01,15,35.9948,0
2006-05-17 06:30:01,15,35.5489,0
2006-05-17 06:45:01,15,35.6384,0
2006-05-17 07:00:01,15,35.7015,0
2006-05-17 07:15:01,15,35.7675,0
2006-05-17 07:30:01,15,35.7646,0
2006-05-17 07:45:01,15,35.8221,0
2006-05-17 08:00:01,15,35.8044,0
2006-05-17 08:15:01,15,35.8249,0
2006-05-17 08:30:01,15,35.838,0
2006-05-17 08:45:01,15,35.7748,0
2006-05-17 09:00:01,15,35.8306,0
2006-05-17 09:15:01,15,35.848,0
2006-05-17 09:30:01,15,35.8701,0
2006-05-17 09:45:01,15,35.8138,0
2006-05-17 10:00:01,15,35.8655,0
2006-05-17 10:15:01,15,35.8694,0
2006-05-17 10:30:01,15,35.8863,0
2006-05-17 10:45:01,15,35.8994,0
2006-05-17 11:00:01,15,35.9043,0
2006-05-17 11:15:01,15,35.9198,0
2006-05-17 11:30:01,15,35.9294,0
2006-05-17 11:45:01,15,35.9394,0
2006-05-17 12:00:01,15,35.9185,0
2006-05-17 12:15:01,15,35.895,0
2006-05-17 12:30:01,15,35.9074,0
2006-05-17 12:45:01,15,35.878,0
2006-05-17 13:00:01,15,35.8662,0
2006-05-17 13:15:01,15,35.8973,0
2006-05-17 13:30:01,15,35.9155,0
2006-05-17 13:45:01,15,35.8994,0
2006-05-17 14:00:01,15,35.8962,0
2006-05-17 14:15:01,15,35.8838,0
2006-05-17 14:30:01,15,35.8872,0
2006-05-17 14:45:01,15,35.8884,0
2006-05-17 15:00:01,15,35.884,0
2006-05-17 15:15:01,15,35.8776,0
2006-05-17 15:30:01,15,35.8711,0
2006-05-17 15:45:01,15,35.8654,0
2006-05-17 16:00:01,15,35.8603,0
2006-05-17 16:15:01,15,35.8538,0
2006-05-17 16:30:01,15,35.8492,0
2006-05-17 16:45:01,15,35.8396,0
2006-05-17 17:00:01,15,35.8352,0
2006-05-17 17:15:01,15,35.8265,0
2006-05-17 17:30:01,15,35.8157,0
2006-05-17 17:45:01,15,35.8155,0
