% 
% Platform OCP1
% Location 34 28.580 deg N  77 16.783 deg W
% Quality  1 = good, 2 = suspect, 3 = suspect
% 
% Depth  0 m
%
# sea_surface_wave_significant_height (m)
# sea_surface_wave_from_direction (deg N)
# sea_surface_dominant_wave_period (s)
%
timestamp_utc,sea_surface_wave_significant_height,sea_surface_wave_from_direction,sea_surface_dominant_wave_period
2006-05-25 21:53:51,0.53,201,4.5
2006-05-25 22:53:51,0.66,182,4.7
2006-05-25 23:53:52,0.76,173,4.7
2006-05-26 00:53:52,0.75,165,4.4
2006-05-26 01:53:52,0.74,189,5.3
2006-05-26 02:53:52,0.87,172,5.3
2006-05-26 03:53:52,0.97,201,5.8
2006-05-26 15:53:54,0.8,177,6.7
2006-05-26 18:50:26,0.97,189,6.7
2006-05-26 19:50:17,1.17,178,5.8
2006-05-26 20:50:08,1.16,186,6
2006-05-31 15:48:55,0.29,177,5.8
2006-05-31 16:48:55,0.31,169,4.9
2006-05-31 17:48:55,0.32,173,4.1
2006-05-31 18:48:55,0.37,181,6.4
2006-05-31 19:48:55,0.39,165,5.8
2006-05-31 20:48:55,0.37,194,5.5
2006-05-31 21:48:55,0.4,173,5.5
2006-05-31 22:48:55,0.4,173,5.5
2006-05-31 23:48:55,0.48,161,5.3
2006-06-01 00:48:55,0.47,193,6
2006-06-01 01:48:56,0.48,181,5.1
2006-06-01 02:48:56,0.43,185,5.5
2006-06-01 03:48:56,0.43,177,5.5
2006-06-01 04:48:55,0.39,177,5.1
2006-06-01 05:48:55,0.35,189,6
2006-06-01 06:48:56,0.34,189,6.7
2006-06-01 07:48:56,0.34,182,6
2006-06-01 08:48:56,0.36,169,5.8
2006-06-01 09:48:56,0.37,183,6
2006-06-01 10:48:57,0.42,193,6.4
2006-06-01 11:48:56,0.45,175,4.9
2006-06-01 12:48:56,0.5,191,6
2006-06-01 13:48:57,0.51,190,5.5
2006-06-01 14:48:56,0.5,181,5.8
2006-06-01 15:48:57,0.52,181,6.4
2006-06-01 16:48:57,0.5,190,6.4
2006-06-01 17:48:57,0.55,199,6.7
2006-06-01 18:48:57,0.5,193,6
2006-06-01 19:48:57,0.48,194,6.4
2006-06-01 20:48:57,0.45,174,5.8
2006-06-01 21:48:57,0.47,201,7.1
2006-06-01 22:48:57,0.45,209,7.1
2006-06-01 23:48:58,0.45,193,7.1
2006-06-02 00:48:57,0.49,204,6.4
2006-06-02 01:48:58,0.52,185,6.7
2006-06-02 02:48:58,0.55,201,6
2006-06-02 03:48:58,0.61,197,6.7
2006-06-02 04:48:58,0.54,180,6.4
2006-06-02 05:48:58,0.55,197,6.7
2006-06-02 06:48:58,0.52,281,7.5
2006-06-02 07:48:58,-1,-1,-1
2006-06-02 14:48:59,0.62,181,6.4
2006-06-02 17:51:00,0.63,259,3.3
2006-06-02 18:51:01,0.61,270,3.6
2006-06-02 19:51:01,0.64,230,3.7
2006-06-02 20:51:01,0.76,230,4.1
2006-06-02 21:51:01,0.81,194,4.2
2006-06-02 23:51:02,0.8,243,4.2
2006-06-03 00:51:01,0.81,253,4.7
2006-06-03 01:51:01,-1,-1,-1
2006-06-04 15:51:05,-1,-1,-1
2006-06-04 16:51:05,0.4,201,5.3
2006-06-04 17:51:06,0.39,197,5.3
2006-06-04 18:51:05,0.37,189,4.9
2006-06-04 19:51:05,0.38,177,12.8
2006-06-04 20:51:05,0.34,189,5.3
2006-06-04 21:51:06,0.4,217,2.9
2006-06-04 22:51:06,0.41,202,2.9
2006-06-05 00:51:05,0.57,209,3.2
2006-06-05 01:51:06,0.58,225,3.6
2006-06-05 02:51:06,0.6,213,3.4
2006-06-05 03:51:07,0.64,213,4.1
2006-06-05 04:51:07,0.67,198,3.8
2006-06-05 05:51:06,0.67,266,3.8
2006-06-05 06:51:07,0.68,226,4.1
2006-06-05 07:51:06,0.63,245,4.4
2006-06-05 08:51:07,0.56,229,4.5
2006-06-05 13:51:07,0.25,181,11.6
2006-06-05 14:51:07,0.28,189,10.6
2006-06-05 15:51:08,0.27,185,10.6
2006-06-05 16:51:08,0.27,181,9.8
2006-06-05 17:51:07,0.27,178,10.6
2006-06-05 18:51:08,0.26,190,8.5
2006-06-05 19:51:08,0.26,170,10.6
2006-06-05 20:51:07,0.21,186,8.5
2006-06-05 21:51:08,0.24,182,11.6
2006-06-05 22:51:09,0.26,186,11.6
2006-06-06 00:51:09,0.28,182,10.6
2006-06-06 01:51:09,0.23,202,11.6
2006-06-06 13:51:10,0.2,175,8.5
2006-06-06 14:51:10,0.2,154,9.8
2006-06-06 15:51:11,0.2,182,11.6
2006-06-06 16:51:11,0.22,190,10.6
2006-06-06 17:51:11,0.25,194,9.8
2006-06-06 19:51:11,0.22,206,9.1
2006-06-06 20:51:11,0.2,182,9.8
2006-06-06 21:51:11,0.19,182,11.6
2006-06-06 22:51:12,0.22,186,9.8
2006-06-06 23:51:11,0.18,186,11.6
2006-06-07 00:51:12,0.18,186,9.8
2006-06-07 01:51:12,0.18,177,9.8
2006-06-07 02:51:12,0.19,189,9.1
2006-06-07 03:51:12,0.18,194,11.6
2006-06-07 04:51:12,0.17,182,10.6
2006-06-07 05:51:12,0.19,181,10.6
2006-06-07 06:51:12,0.18,185,8.5
2006-06-07 07:51:12,0.19,177,11.6
2006-06-07 08:51:13,0.18,258,3.1
2006-06-07 09:51:13,0.19,162,10.6
2006-06-07 10:51:13,0.2,189,8.5
2006-06-07 11:51:13,0.19,193,10.6
2006-06-07 12:51:13,0.2,173,11.6
2006-06-07 13:51:13,0.22,252,3.4
2006-06-07 14:51:13,0.2,186,9.1
2006-06-07 18:51:13,0.24,258,2.9
2006-06-07 19:51:14,0.26,242,2.9
2006-06-07 20:51:14,0.32,270,3
2006-06-07 21:51:13,0.41,226,2.9
2006-06-07 22:51:14,0.51,218,3.2
2006-06-07 23:51:14,0.59,258,3.2
2006-06-08 00:51:13,0.69,239,4
2006-06-08 01:51:14,0.79,234,4.4
2006-06-08 02:51:14,0.87,197,4.4
2006-06-08 03:51:14,0.8,238,4.5
2006-06-08 04:51:14,0.8,246,4.7
2006-06-08 05:51:14,-1,-1,-1
2006-06-08 06:51:14,0.92,210,4.9
2006-06-08 07:51:14,0.96,221,4.7
2006-06-08 08:51:14,1.04,234,5.1
2006-06-08 09:51:14,1.16,240,4.9
2006-06-08 10:51:15,1.04,241,5.3
2006-06-08 11:51:14,1.13,216,5.5
2006-06-08 12:51:15,1.11,197,5.5
2006-06-08 13:51:15,1.17,222,5.8
2006-06-08 14:51:15,1.19,222,6
2006-06-08 15:51:15,1.13,221,6
2006-06-08 16:51:16,1.21,226,6.7
2006-06-08 17:51:15,1.27,226,5.8
2006-06-08 19:51:16,1.27,206,6.4
2006-06-08 20:51:16,1.29,218,6.4
2006-06-08 21:51:15,1.27,219,6
2006-06-08 22:51:16,1.22,221,6
2006-06-08 23:51:16,1.15,241,6
2006-06-09 00:51:16,1.12,222,5.3
2006-06-09 01:51:16,1.1,254,4.5
2006-06-09 02:51:16,0.93,246,7.1
2006-06-09 03:51:17,0.89,201,5.8
2006-06-09 04:51:16,0.91,206,6.7
2006-06-09 05:51:17,0.87,222,5.5
2006-06-09 06:51:16,0.81,218,6.4
2006-06-09 07:51:17,0.75,203,6.7
2006-06-09 08:51:17,0.85,205,7.1
2006-06-09 10:51:17,0.97,209,7.1
2006-06-09 12:51:18,0.84,201,8
2006-06-09 13:51:17,0.88,197,8
2006-06-09 14:51:17,0.78,190,7.5
2006-06-09 15:51:18,0.66,202,7.5
2006-06-09 16:51:10,0.74,222,8
2006-06-09 17:51:02,-1,-1,-1
2006-06-09 18:50:52,-1,-1,-1
2006-06-09 19:50:43,-1,-1,-1
2006-06-09 20:50:35,0.81,235,7.5
2006-06-09 21:50:26,-1,-1,-1
2006-06-09 22:50:17,-1,-1,-1
2006-06-09 23:50:08,0.67,178,7.1
2006-06-10 00:49:59,0.66,189,6.4
2006-06-10 01:49:51,-1,-1,-1
2006-06-10 02:49:42,-1,-1,-1
2006-06-10 03:49:33,0.64,194,6.4
2006-06-10 04:49:23,0.7,178,5.8
2006-06-12 14:49:17,0.88,210,6.4
2006-06-12 15:49:18,0.91,218,7.1
2006-06-12 16:49:18,0.77,215,6.7
2006-06-12 17:49:18,0.8,210,7.1
2006-06-12 18:49:18,0.89,229,4.9
2006-06-12 20:49:18,1.32,230,5.1
2006-06-12 21:49:18,1.4,206,5.8
2006-06-12 22:49:18,1.42,234,5.8
2006-06-12 23:49:18,1.26,251,6
2006-06-13 00:49:19,1.19,190,6
2006-06-13 01:49:19,1.03,194,6.4
2006-06-13 02:49:19,1.09,214,5.5
2006-06-13 03:49:19,1.03,226,6.4
2006-06-13 04:49:19,1.21,239,5.8
2006-06-13 05:49:18,1.01,206,5.8
2006-06-13 06:49:19,0.91,210,4.7
2006-06-13 07:49:20,0.76,206,6.4
2006-06-13 08:49:19,0.69,198,6.7
2006-06-13 09:49:19,-1,-1,-1
2006-06-13 10:49:20,-1,-1,-1
2006-06-13 11:49:20,0.68,214,5.8
2006-06-13 12:49:19,0.7,202,5.5
2006-06-13 13:49:19,0.71,223,5.3
2006-06-13 14:49:20,0.65,186,5.3
2006-06-13 15:49:20,-1,-1,-1
2006-06-13 16:49:20,-1,-1,-1
2006-06-13 17:49:21,0.47,222,5.5
2006-06-13 18:49:20,0.55,226,5.3
2006-06-13 19:49:20,0.5,218,5.5
2006-06-13 20:49:20,0.44,186,5.8
2006-06-13 21:49:20,0.52,207,5.8
2006-06-13 22:49:21,0.57,215,5.8
2006-06-13 23:49:20,0.67,199,5.8
2006-06-14 00:49:21,0.69,206,5.3
2006-06-14 01:49:20,0.86,198,6
2006-06-14 02:49:21,0.89,198,6
2006-06-14 03:49:21,0.77,195,7.1
2006-06-14 04:49:21,0.75,198,6.7
2006-06-14 05:49:21,0.75,226,5.3
2006-06-14 06:49:21,0.83,206,6
2006-06-14 07:49:22,1,165,4.7
2006-06-14 08:49:22,1.1,170,4.5
2006-06-14 09:49:21,1.19,191,5.8
2006-06-14 10:49:21,1.22,203,6
2006-06-14 11:49:22,1.21,202,5.1
2006-06-14 12:49:21,1.12,185,6
2006-06-14 13:49:22,1.26,193,5.1
2006-06-14 14:49:22,1.63,181,5.8
2006-06-14 15:49:22,2.06,214,7.1
2006-06-14 16:49:22,2.27,193,8.5
2006-06-14 17:49:22,2.18,199,8.5
2006-06-14 18:49:23,1.94,198,9.1
2006-06-14 19:49:22,1.53,197,8
2006-06-14 20:49:22,1.52,206,7.5
2006-06-14 21:49:23,1.33,198,9.1
2006-06-14 23:49:23,1.11,194,8.5
2006-06-15 00:49:23,0.97,194,8
2006-06-15 01:49:24,1.16,182,8.5
2006-06-15 02:49:23,1.08,219,8
2006-06-15 03:49:23,0.85,207,8.5
2006-06-15 04:49:23,0.81,194,8
2006-06-15 05:49:24,0.75,170,8
2006-06-15 06:49:24,0.7,202,8.5
2006-06-15 08:49:24,0.71,203,8.5
2006-06-15 09:49:23,0.73,198,8
2006-06-15 10:49:24,0.79,197,7.5
2006-06-15 11:49:24,0.81,198,7.5
2006-06-15 12:49:24,0.84,209,7.1
2006-06-15 13:49:24,0.79,177,7.1
2006-06-15 14:49:24,0.76,188,7.1
2006-06-15 16:49:24,0.54,198,6
2006-06-15 17:49:24,0.46,193,8
2006-06-15 18:49:25,0.45,189,8
2006-06-15 19:49:24,0.42,190,7.5
2006-06-15 20:49:25,0.36,191,7.1
2006-06-15 21:49:25,0.45,194,8
2006-06-15 22:49:25,0.43,222,7.1
2006-06-15 23:49:25,0.44,187,7.5
2006-06-16 00:49:25,0.4,182,6.7
2006-06-16 02:49:26,0.42,190,8
2006-06-16 03:49:25,0.46,187,7.1
2006-06-16 14:49:28,0.37,190,6
2006-06-16 15:49:27,0.34,190,6.7
2006-06-16 17:51:38,0.29,182,9.1
2006-06-16 18:51:47,0.3,182,8
2006-06-16 19:51:56,0.3,186,9.1
2006-06-16 20:52:06,0.31,194,8
2006-06-16 21:52:15,0.33,199,7.5
2006-06-16 22:52:24,0.36,200,8
2006-06-16 23:52:33,0.39,190,7.5
2006-06-17 00:52:41,0.38,186,8
2006-06-17 01:52:51,0.45,186,9.1
2006-06-17 02:53:00,0.4,178,6.4
2006-06-17 03:53:09,0.42,194,7.5
2006-06-17 04:53:18,0.41,162,9.1
2006-06-17 05:53:27,0.39,206,7.5
2006-06-17 06:53:31,0.38,186,10.6
2006-06-17 07:53:31,0.36,194,8.5
2006-06-17 08:53:31,0.36,195,9.1
2006-06-17 09:53:31,0.32,186,10.6
2006-06-17 10:53:31,0.35,202,9.1
2006-06-17 11:53:32,0.36,198,9.1
2006-06-17 12:53:32,0.42,186,9.1
2006-06-17 13:53:32,0.4,190,9.8
2006-06-17 14:53:32,0.47,190,9.1
2006-06-17 15:53:32,0.46,194,8.5
2006-06-17 17:53:32,0.47,194,9.1
2006-06-17 18:53:32,0.4,174,9.8
2006-06-17 19:53:32,0.35,186,9.8
2006-06-17 20:53:33,0.38,191,9.8
2006-06-17 21:53:33,0.34,182,9.8
2006-06-17 22:53:33,0.37,198,9.1
2006-06-17 23:53:32,0.39,182,9.8
2006-06-18 00:53:33,0.38,182,9.8
2006-06-18 01:53:33,0.38,210,8
2006-06-18 02:53:33,0.36,202,10.6
2006-06-18 03:53:33,0.34,182,9.1
2006-06-18 04:53:34,0.33,182,8
2006-06-18 05:53:34,0.33,182,10.6
2006-06-18 16:53:34,0.38,173,8.5
2006-06-18 17:53:34,0.39,174,9.8
2006-06-18 18:53:34,0.41,170,9.1
2006-06-18 19:53:35,0.42,186,9.1
2006-06-18 21:53:35,0.37,190,6.7
2006-06-18 22:53:34,0.38,186,9.1
2006-06-18 23:53:35,0.35,187,9.1
2006-06-19 00:53:36,0.37,198,6
2006-06-19 02:53:36,0.39,186,9.1
2006-06-19 03:53:36,0.46,162,2.9
2006-06-19 04:53:36,0.46,166,3.1
2006-06-19 05:53:36,0.49,214,9.1
2006-06-19 06:53:35,0.47,274,3.6
2006-06-19 07:53:36,0.42,166,10.6
2006-06-19 09:53:36,0.36,187,9.1
2006-06-19 10:53:36,0.38,174,8.5
2006-06-19 11:53:36,0.36,174,9.1
2006-06-19 12:53:36,0.33,191,9.1
2006-06-19 14:53:37,0.4,194,9.8
2006-06-19 16:53:37,0.42,178,9.1
2006-06-19 17:53:37,0.42,174,9.1
2006-06-19 18:53:37,0.41,182,9.1
2006-06-19 19:53:37,0.48,170,5.3
2006-06-19 20:53:37,0.46,190,9.1
2006-06-19 21:53:38,0.54,213,3.1
2006-06-19 22:53:37,0.66,213,3.6
2006-06-19 23:53:37,0.62,178,3.4
2006-06-20 00:53:37,0.57,230,3.7
2006-06-20 01:53:38,0.59,182,3.8
2006-06-20 02:53:37,0.57,234,3.8
2006-06-20 03:53:37,0.61,190,3.2
2006-06-20 04:53:38,0.61,194,3.4
2006-06-20 05:53:37,0.75,261,4
2006-06-20 06:53:38,0.75,254,3.7
2006-06-20 07:53:38,0.81,259,4.2
2006-06-20 08:53:38,0.76,270,3.7
2006-06-20 09:53:38,0.72,263,4
2006-06-20 11:53:38,0.58,253,3.7
2006-06-20 12:53:38,0.55,262,3.7
2006-06-20 13:53:38,0.5,198,3.7
2006-06-20 14:53:38,0.53,259,3.6
2006-06-20 16:53:39,0.5,238,3.6
2006-06-20 17:53:39,0.58,246,3.6
2006-06-20 18:53:39,0.56,246,3.4
2006-06-20 19:53:39,0.57,238,3.8
2006-06-20 20:53:40,0.53,255,3.5
2006-06-20 21:53:40,0.69,230,3.3
2006-06-20 22:53:39,0.63,214,3.7
2006-06-20 23:53:39,0.64,238,3.8
2006-06-21 01:53:40,0.69,218,3.8
2006-06-21 02:53:40,0.65,238,4.1
2006-06-21 03:53:40,0.63,234,4.4
2006-06-21 04:53:40,0.68,242,4.1
2006-06-21 05:53:40,0.69,222,4.4
2006-06-21 06:53:40,0.65,250,4.1
2006-06-21 07:53:40,0.62,238,4.2
2006-06-21 08:53:41,0.57,242,4.1
2006-06-21 09:53:41,0.49,202,4
2006-06-21 10:53:41,0.47,186,10.6
2006-06-21 11:53:41,0.43,182,10.6
2006-06-21 12:53:41,0.44,250,4.5
2006-06-21 13:53:41,0.41,190,9.1
2006-06-21 14:53:42,0.42,239,4.1
2006-06-21 15:53:41,0.42,182,9.1
2006-06-21 16:53:41,0.43,170,9.8
2006-06-21 17:53:42,0.45,177,9.8
2006-06-21 18:53:42,0.55,230,3.2
2006-06-21 19:53:41,0.58,247,3.3
2006-06-21 20:53:41,0.57,246,3.4
2006-06-21 21:53:42,0.53,234,3.1
2006-06-21 22:53:42,0.48,183,10.6
2006-06-21 23:53:42,0.49,242,3.5
2006-06-22 00:53:42,0.42,178,9.1
2006-06-22 01:53:42,0.4,170,9.1
2006-06-22 02:53:43,0.4,190,8.5
2006-06-22 03:53:42,0.42,178,9.1
2006-06-22 04:53:42,0.37,234,3.7
2006-06-22 05:53:43,0.39,186,6.4
2006-06-22 06:53:43,0.34,171,8.5
2006-06-22 07:53:43,0.39,158,9.1
2006-06-22 08:53:43,0.36,186,9.8
2006-06-22 09:53:43,0.39,186,9.8
2006-06-22 10:53:43,0.34,186,9.1
2006-06-22 11:53:43,0.33,174,9.8
2006-06-22 12:53:44,0.29,190,9.1
2006-06-22 14:53:44,0.3,186,8.5
2006-06-22 15:53:44,0.3,218,9.1
2006-06-22 16:53:43,0.33,190,9.1
2006-06-22 17:53:44,0.37,186,9.1
2006-06-22 18:53:44,0.4,183,8.5
2006-06-22 19:53:44,0.38,174,9.1
2006-06-22 20:53:44,0.32,182,9.1
2006-06-22 21:53:44,0.36,190,9.8
2006-06-22 22:53:44,0.36,198,8.5
2006-06-22 23:53:45,0.33,190,9.8
2006-06-23 00:53:45,0.3,169,9.8
2006-06-23 02:53:44,0.32,190,9.8
2006-06-23 03:53:44,0.29,194,9.8
2006-06-23 04:53:45,0.33,190,9.8
2006-06-23 05:53:45,0.38,178,9.1
2006-06-23 06:53:45,0.38,186,9.1
2006-06-23 07:53:45,0.32,186,8.5
2006-06-23 09:53:45,0.34,186,9.1
2006-06-23 10:53:45,0.34,178,9.1
2006-06-23 11:53:46,0.33,182,9.1
2006-06-23 12:53:45,0.31,174,9.1
2006-06-23 13:53:46,0.34,186,9.8
2006-06-23 14:53:45,0.33,198,9.1
2006-06-23 15:53:46,0.3,189,8
2006-06-23 16:51:38,0.31,183,8.5
2006-06-23 17:51:29,0.36,178,9.1
2006-06-23 18:51:21,0.43,182,7.1
2006-06-23 19:51:12,0.47,190,5.5
2006-06-23 20:51:02,0.56,181,6.4
2006-06-23 21:50:54,0.53,186,9.8
2006-06-23 22:50:45,0.55,185,10.6
2006-06-23 23:50:37,0.49,195,10.6
2006-06-24 00:50:28,0.42,187,8.5
2006-06-24 01:50:19,0.44,190,9.8
2006-06-24 02:50:10,0.42,206,9.8
2006-06-24 03:50:01,0.45,194,9.8
2006-06-24 04:49:52,0.39,182,9.1
2006-06-24 05:49:43,0.45,174,8
2006-06-24 06:49:39,0.46,202,8.5
2006-06-24 07:49:40,0.46,194,9.8
2006-06-24 08:49:39,-1,-1,-1
2006-06-24 09:49:39,-1,-1,-1
2006-06-24 10:49:39,0.52,194,8.5
2006-06-24 11:49:39,0.46,181,9.1
2006-06-24 12:49:40,0.44,179,8
2006-06-24 14:49:40,0.4,194,9.1
2006-06-24 15:49:40,0.42,194,9.8
2006-06-24 16:49:40,0.44,186,8
2006-06-24 17:49:40,0.48,186,8.5
2006-06-24 18:49:40,0.45,178,7.5
2006-06-24 19:49:41,0.49,183,7.1
2006-06-26 16:49:23,0.63,230,4.4
2006-06-26 17:49:14,0.65,174,3.8
2006-06-26 18:49:14,0.64,170,3.8
2006-06-26 20:49:14,0.69,178,4.9
2006-06-26 21:49:14,0.81,193,5.5
2006-06-26 22:49:14,0.77,194,5.5
2006-06-26 23:49:14,0.77,182,5.5
2006-06-27 00:49:14,0.81,201,5.3
2006-06-27 01:49:14,0.81,195,4.2
2006-06-27 02:49:15,0.8,202,5.1
2006-06-27 03:49:15,0.86,182,5.5
2006-06-27 04:49:15,0.82,194,5.5
2006-06-27 05:49:14,0.84,159,5.3
2006-06-27 06:49:15,0.77,190,5.5
2006-06-27 07:49:15,0.78,198,6.7
2006-06-27 08:49:15,0.87,190,5.8
2006-06-27 09:49:15,0.92,170,4.9
2006-06-27 10:49:15,1,202,6
2006-06-27 11:49:15,1.02,202,4.9
2006-06-27 12:49:15,1.01,198,6.4
2006-06-27 13:49:16,1.08,186,7.1
2006-06-27 14:49:16,1.04,177,7.1
2006-06-27 15:49:15,0.98,158,5.3
2006-06-27 16:49:16,0.86,186,8
2006-06-27 18:49:16,0.72,194,7.5
2006-06-27 19:49:16,0.71,203,7.5
2006-06-27 20:49:16,0.64,190,6.7
2006-06-27 21:49:16,0.73,202,7.5
2006-06-27 22:49:16,0.8,192,8
2006-06-27 23:49:16,0.83,182,8
2006-06-28 00:49:16,0.88,190,7.5
2006-06-28 01:49:16,0.79,194,7.5
2006-06-28 02:49:17,0.94,177,7.5
2006-06-28 03:49:17,1.01,190,8
2006-06-28 04:49:17,0.97,202,8.5
2006-06-28 05:49:17,1.03,178,8.5
2006-06-28 06:49:17,1.06,177,5.5
2006-06-28 07:49:18,0.96,222,4.9
2006-06-28 08:49:17,1.01,234,5.1
2006-06-28 09:49:17,0.9,186,6.7
2006-06-28 10:49:18,0.94,185,6.7
2006-06-28 11:49:17,0.89,182,6.4
2006-06-28 12:49:18,0.84,198,6.4
2006-06-28 13:49:18,0.81,222,5.3
2006-06-28 14:49:18,0.79,198,6.7
2006-06-28 15:49:18,0.81,214,7.1
2006-06-28 16:49:18,0.66,238,5.3
2006-06-28 17:49:18,0.63,190,6.4
2006-06-28 18:49:18,0.62,206,5.8
2006-06-28 19:49:18,0.55,226,5.5
2006-06-28 20:49:19,0.62,190,6.7
2006-06-28 21:49:19,0.59,189,6
2006-06-28 23:49:19,0.62,222,6
2006-06-29 00:49:19,0.69,187,5.8
2006-06-29 01:49:19,0.64,194,6.7
2006-06-29 02:49:19,0.59,238,5.3
2006-06-29 03:49:19,0.6,218,4.9
2006-06-29 04:49:19,0.63,210,6.4
2006-06-29 05:49:20,0.66,178,5.1
2006-06-29 06:49:19,0.53,190,5.5
2006-06-29 07:49:19,0.49,182,7.5
2006-06-29 08:49:19,0.46,199,3.7
2006-06-29 09:49:19,0.47,190,6.4
2006-06-29 10:49:20,-1,-1,-1
2006-06-29 11:49:20,0.42,198,4.7
2006-06-29 12:49:20,0.42,211,3.4
2006-06-29 13:49:20,0.44,183,6.7
2006-06-29 14:49:20,0.41,189,5.3
2006-06-29 15:49:21,0.42,198,7.1
2006-06-29 16:49:21,0.41,170,6
2006-06-29 17:49:20,0.37,162,6.4
2006-06-29 18:49:21,0.38,202,6.4
2006-06-29 19:49:21,0.44,194,7.5
2006-06-29 20:49:21,0.5,182,3.3
2006-06-29 21:49:21,0.57,231,3.7
2006-06-29 22:49:20,0.52,250,3.6
2006-06-29 23:49:22,0.48,214,3.3
2006-06-30 00:49:22,0.46,215,3.4
2006-06-30 01:49:21,0.5,186,3.8
2006-06-30 02:49:22,0.49,221,3.3
2006-06-30 03:49:22,0.59,182,4
2006-06-30 15:49:24,0.33,189,8
2006-06-30 16:49:24,0.34,182,9.1
2006-06-30 19:52:14,0.31,174,8
2006-06-30 20:52:23,0.35,173,8.5
2006-06-30 21:52:32,0.3,194,8.5
2006-06-30 22:52:41,0.29,166,9.1
2006-06-30 23:52:51,0.31,206,8
2006-07-01 00:53:00,0.39,218,3.1
2006-07-01 01:53:09,0.52,210,3.1
2006-07-01 02:53:18,0.5,189,3.2
2006-07-01 04:53:36,0.56,210,3.7
2006-07-01 05:53:45,0.57,210,3.7
2006-07-01 06:53:54,0.51,238,4
2006-07-01 07:53:58,0.46,235,3.8
2006-07-01 08:53:58,0.48,234,3.8
2006-07-01 09:53:58,0.44,226,3.8
2006-07-01 10:53:57,0.44,158,3.7
2006-07-01 11:53:58,0.41,222,4
2006-07-01 12:53:58,0.37,238,3.8
2006-07-01 13:53:58,0.39,170,8.5
2006-07-01 14:53:58,0.39,190,4
2006-07-01 15:53:58,0.4,225,3.8
2006-07-01 16:53:58,0.41,215,3.7
2006-07-01 17:53:58,0.37,182,9.1
2006-07-01 18:53:58,0.4,226,4
2006-07-01 19:53:59,0.35,222,3.6
2006-07-01 20:53:59,0.36,229,3.7
2006-07-01 22:53:59,0.4,202,8.5
2006-07-01 23:53:59,0.36,178,9.1
2006-07-02 00:53:59,0.37,246,2.9
2006-07-02 01:53:59,0.38,238,3.2
2006-07-02 02:53:59,0.42,198,8.5
2006-07-02 03:53:59,0.42,211,3.2
2006-07-02 04:53:59,0.48,170,7.5
2006-07-02 05:54:00,0.43,230,4
2006-07-02 06:54:00,0.39,178,8.5
2006-07-02 07:54:00,0.38,246,3.5
2006-07-02 08:54:00,0.41,258,3.4
2006-07-02 09:54:00,0.35,242,3.3
2006-07-02 10:54:00,0.39,226,3.6
2006-07-02 11:54:00,0.35,258,3.4
2006-07-02 12:54:00,0.37,238,3.2
2006-07-02 14:54:01,0.37,166,8
2006-07-02 15:54:01,0.41,182,9.8
2006-07-02 16:54:01,0.36,163,8
2006-07-02 17:54:01,0.33,194,8
2006-07-02 18:54:01,0.3,178,10.6
2006-07-02 19:54:01,0.32,234,3.2
2006-07-02 20:54:01,0.39,250,2.9
2006-07-02 21:54:01,0.41,250,2.9
2006-07-02 23:54:02,0.41,278,3
2006-07-03 00:54:02,0.44,222,3
2006-07-03 01:54:02,0.47,214,3.2
2006-07-03 02:54:02,0.59,198,3.4
2006-07-03 03:54:02,0.65,246,3.5
2006-07-03 04:54:02,0.74,185,4
2006-07-03 05:54:03,0.75,242,4
2006-07-03 06:54:02,0.7,189,3.8
2006-07-03 07:54:03,0.72,258,4.2
2006-07-03 09:54:03,0.56,210,4
2006-07-03 10:54:03,0.56,250,4.1
2006-07-03 12:54:03,0.5,230,4
2006-07-03 13:54:03,0.48,170,9.1
2006-07-03 14:54:04,0.47,226,3.8
2006-07-03 15:54:04,0.46,194,4
2006-07-03 16:54:03,0.46,183,8.5
2006-07-03 17:54:03,0.45,186,8
2006-07-03 18:54:04,0.47,190,9.8
2006-07-03 19:54:04,0.54,194,9.8
2006-07-03 20:54:04,0.53,182,8
2006-07-03 21:54:04,0.57,222,3.2
2006-07-03 22:54:04,0.61,246,3.1
2006-07-03 23:54:04,0.57,194,8
2006-07-04 00:54:04,0.66,266,3.6
2006-07-04 01:54:04,0.71,262,3.5
2006-07-04 02:54:04,0.8,239,4
2006-07-04 03:54:04,0.83,258,4
2006-07-04 04:54:05,0.85,214,4
2006-07-04 05:54:05,0.79,193,4.1
2006-07-04 06:54:05,0.79,218,3.8
2006-07-04 07:54:05,0.69,210,4
2006-07-04 08:54:05,0.65,166,4.1
2006-07-04 09:54:05,0.74,210,4.1
2006-07-04 10:54:06,0.68,189,4.2
2006-07-04 11:54:05,0.67,250,4.1
2006-07-04 12:54:06,0.58,214,4
2006-07-04 13:54:06,0.58,234,4.2
2006-07-04 14:54:05,0.52,234,4.2
2006-07-04 16:54:06,0.53,238,3.8
2006-07-04 17:54:07,0.55,226,4
2006-07-04 18:54:07,0.48,182,9.8
2006-07-04 19:54:06,0.5,254,3.6
2006-07-04 20:54:06,0.52,178,8.5
2006-07-04 21:54:07,0.54,242,3.6
2006-07-04 22:54:07,0.55,233,3.3
2006-07-04 23:54:06,0.62,214,3.5
2006-07-05 00:54:07,0.7,194,4.1
2006-07-05 01:54:07,0.71,202,4.1
2006-07-05 02:54:07,0.7,243,4.2
2006-07-05 03:54:07,0.83,250,4.2
2006-07-05 04:54:07,0.84,198,4.2
2006-07-05 05:54:07,0.76,199,4.4
