% 
% Platform OCP1
% Location 34 28.580 deg N  77 16.783 deg W
% Quality  1 = good, 2 = suspect, 3 = suspect
% 
% Depth  0 m
%
# sea_surface_wave_significant_height (m)
# sea_surface_wave_from_direction (deg N)
# sea_surface_dominant_wave_period (s)
%
timestamp_utc,sea_surface_wave_significant_height,sea_surface_wave_from_direction,sea_surface_dominant_wave_period
2008-08-26 22:50:00,0.4,184,12.1
2008-08-26 23:50:00,0.44,173,12.1
2008-08-27 00:50:00,0.41,247,9.4
2008-08-27 01:50:00,0.43,175,9.4
2008-08-27 02:50:00,0.39,170,12.1
2008-08-27 03:50:00,0.39,167,8.8
2008-08-27 04:50:00,0.46,170,11.1
2008-08-27 05:50:00,0.47,174,8.2
2008-08-27 06:50:00,0.46,167,4.6
2008-08-27 07:50:00,0.49,202,9.4
2008-08-27 08:50:00,0.47,164,5.2
2008-08-27 09:50:00,0.47,197,4.1
2008-08-27 10:50:00,0.53,188,4.2
2008-08-27 11:50:00,0.53,165,5.2
2008-08-27 12:50:00,0.45,208,3.7
2008-08-27 13:50:00,0.48,200,3.8
2008-08-27 14:50:00,0.47,170,9.4
2008-08-27 15:50:00,0.51,177,4.8
2008-08-27 16:50:00,0.5,185,4.5
2008-08-27 17:50:00,0.56,193,4.1
2008-08-27 18:50:00,0.6,176,4.5
2008-08-27 19:50:00,0.61,178,4.2
2008-08-27 20:50:00,0.62,162,9.4
2008-08-27 21:50:00,0.58,174,2.7
2008-08-27 22:50:00,0.61,144,4.5
2008-08-27 23:50:00,0.57,180,5.2
2008-08-28 00:50:00,0.55,221,4.2
2008-08-28 01:50:00,0.61,208,4.1
2008-08-28 02:50:00,0.58,225,3.5
2008-08-28 03:50:00,0.59,190,4.8
2008-08-28 04:50:00,0.61,171,4.6
2008-08-28 05:50:00,0.65,190,4.8
2008-08-28 06:50:00,0.68,207,4.8
2008-08-28 07:50:00,0.68,180,4.5
2008-08-28 08:50:00,0.75,170,4.6
2008-08-28 09:50:00,0.7,214,3.9
2008-08-28 10:50:00,0.72,202,4.3
2008-08-28 11:50:00,0.66,177,4.2
2008-08-28 12:50:00,0.64,209,4.3
2008-08-28 13:50:00,0.58,186,4.3
2008-08-28 14:50:00,0.57,185,4.3
2008-08-28 15:50:00,0.59,194,4.8
2008-08-28 16:50:00,0.52,183,4.5
2008-08-28 17:50:00,0.49,184,4.6
2008-08-28 18:50:00,0.52,151,4.1
2008-08-28 19:50:00,0.58,178,4.3
2008-08-28 20:50:00,0.64,182,11.1
2008-08-28 21:50:00,0.73,184,4.5
2008-08-28 22:50:00,0.76,209,4.5
2008-08-28 23:50:00,0.69,149,3.5
2008-08-29 00:50:00,0.66,221,4.1
2008-08-29 01:50:00,0.62,136,4.3
2008-08-29 02:50:00,0.58,212,4.2
2008-08-29 03:50:00,0.56,217,3.7
2008-08-29 04:50:00,0.57,214,4.5
2008-08-29 05:50:00,0.6,199,3.9
2008-08-29 06:50:00,0.58,169,4.3
2008-08-29 07:50:00,0.56,172,4.3
2008-08-29 08:50:00,0.57,223,3.3
2008-08-29 09:50:00,0.56,175,4.5
2008-08-29 10:50:00,0.55,162,4.3
2008-08-29 11:50:00,0.54,164,4.6
2008-08-29 12:50:00,0.47,147,4.3
2008-08-29 13:50:00,0.43,224,3.9
2008-08-29 14:50:00,0.41,213,4.2
2008-08-29 15:50:00,0.37,230,4.3
2008-08-29 16:50:00,0.36,194,3.7
2008-08-29 17:50:00,0.35,178,8.8
2008-08-29 18:50:00,0.4,172,3.6
2008-08-29 19:50:00,0.45,164,3.8
2008-08-29 20:50:00,0.52,195,2.9
2008-08-29 21:50:00,0.51,214,3.6
2008-08-29 22:50:00,0.5,195,2.9
2008-08-29 23:50:00,0.47,221,3
2008-08-30 00:50:00,0.45,250,3.2
2008-08-30 01:50:00,0.42,167,8.8
2008-08-30 02:50:00,0.4,201,4.2
2008-08-30 03:50:00,0.41,189,3.8
2008-08-30 04:50:00,0.39,198,3.2
2008-08-30 05:50:00,0.4,220,3.3
2008-08-30 06:50:00,0.43,169,3.9
2008-08-30 09:50:00,0.43,174,3.6
2008-08-30 10:50:00,0.43,215,3.5
2008-08-30 11:50:00,0.4,192,3.5
2008-08-30 12:50:00,0.41,144,3.6
2008-08-30 13:50:00,0.35,168,6.5
2008-08-30 14:50:00,0.32,163,11.1
2008-08-30 15:50:00,0.3,176,3.9
2008-08-30 16:50:00,0.28,167,6.5
2008-08-30 17:50:00,0.33,163,10.2
2008-08-30 18:50:00,0.3,201,3.4
2008-08-30 20:50:00,0.33,204,3.6
2008-08-30 21:50:00,0.34,208,3.3
2008-08-30 22:50:00,0.33,151,6.2
2008-08-30 23:50:00,0.33,163,9.4
2008-08-31 00:50:00,0.3,179,5.7
2008-08-31 01:50:00,0.27,195,5.7
2008-08-31 02:50:00,0.26,182,11.1
2008-08-31 03:50:00,0.23,170,10.2
2008-08-31 04:50:00,0.24,153,11.1
2008-08-31 05:50:00,0.25,186,8.8
2008-08-31 06:50:00,0.26,167,10.2
2008-08-31 07:50:00,0.28,170,8.8
2008-08-31 08:50:00,0.32,186,8.8
2008-08-31 09:50:00,0.31,163,6.9
2008-08-31 10:50:00,0.32,158,7.3
2008-08-31 11:50:00,0.36,159,12.1
2008-08-31 12:50:00,0.37,168,5.2
2008-08-31 13:50:00,0.35,172,5.4
2008-08-31 14:50:00,0.34,170,5
2008-08-31 15:50:00,0.38,193,16.9
2008-08-31 16:50:00,0.38,139,14.9
2008-08-31 17:50:00,0.47,174,13.4
2008-08-31 18:50:00,0.51,170,13.4
2008-08-31 19:50:00,0.54,166,12.1
2008-08-31 20:50:00,0.59,169,12.1
2008-08-31 21:50:00,0.7,166,12.1
2008-08-31 22:50:00,0.74,169,13.4
2008-08-31 23:50:00,0.74,171,13.4
2008-09-01 00:50:00,0.63,175,13.4
2008-09-01 01:50:00,0.61,182,13.4
2008-09-01 02:50:00,0.54,171,12.1
2008-09-01 03:50:00,0.59,170,13.4
2008-09-01 04:50:00,0.54,181,14.9
2008-09-01 06:50:00,0.5,177,13.4
2008-09-01 07:50:00,0.63,174,12.1
2008-09-01 08:50:00,0.58,176,12.1
2008-09-01 09:50:00,0.68,173,13.4
2008-09-01 10:50:00,0.79,174,13.4
2008-09-01 11:50:00,0.71,165,13.4
2008-09-01 12:50:00,0.68,162,12.1
2008-09-01 13:50:00,0.64,162,12.1
2008-09-01 14:50:00,0.62,180,13.4
2008-09-01 15:50:00,0.6,166,13.4
2008-09-01 16:50:00,0.59,171,13.4
2008-09-01 17:50:00,0.57,176,12.1
2008-09-01 18:50:00,0.56,171,11.1
2008-09-01 19:50:00,0.62,175,12.1
2008-09-01 20:50:00,0.69,171,12.1
2008-09-01 21:50:00,0.71,174,12.1
2008-09-01 22:50:00,0.84,170,12.1
2008-09-01 23:50:00,0.72,170,12.1
2008-09-02 00:50:00,0.71,171,12.1
2008-09-02 01:50:00,0.64,187,6.2
2008-09-02 02:50:00,0.69,190,12.1
2008-09-02 03:50:00,0.57,173,12.1
2008-09-02 04:50:00,0.55,180,12.1
2008-09-02 05:50:00,0.48,185,11.1
2008-09-02 06:50:00,0.53,184,11.1
2008-09-02 07:50:00,0.57,183,10.2
2008-09-02 08:50:00,0.51,172,11.1
2008-09-02 09:50:00,0.6,170,11.1
2008-09-02 10:50:00,0.66,171,10.2
2008-09-02 11:50:00,0.63,174,9.4
2008-09-02 12:50:00,0.61,174,11.1
2008-09-02 13:50:00,0.53,177,8.8
2008-09-02 14:50:00,0.58,178,11.1
2008-09-02 15:50:00,0.51,192,10.2
2008-09-02 16:50:00,0.53,162,10.2
2008-09-02 17:50:00,0.49,180,11.1
2008-09-02 18:50:00,0.56,184,10.2
2008-09-02 19:50:00,0.56,175,11.1
2008-09-02 20:50:00,0.57,185,10.2
2008-09-02 21:50:00,0.56,169,10.2
2008-09-02 22:50:00,0.68,170,12.1
2008-09-02 23:50:00,0.7,174,12.1
2008-09-03 00:50:00,0.69,184,12.1
2008-09-03 01:50:00,0.8,177,12.1
2008-09-03 02:50:00,0.77,175,12.1
2008-09-03 03:50:00,0.79,174,12.1
2008-09-03 04:50:00,0.71,175,13.4
2008-09-03 05:50:00,0.81,175,13.4
2008-09-03 06:50:00,0.77,172,13.4
2008-09-03 07:50:00,0.62,183,11.1
2008-09-03 08:50:00,0.61,178,13.4
2008-09-03 09:50:00,0.79,177,12.1
2008-09-03 10:50:00,0.72,186,12.1
2008-09-03 11:50:00,0.77,178,11.1
2008-09-03 12:50:00,0.75,170,12.1
2008-09-03 13:50:00,0.79,172,12.1
2008-09-03 14:50:00,0.7,165,12.1
2008-09-03 15:50:00,0.71,179,11.1
2008-09-03 16:50:00,0.56,182,12.1
2008-09-03 17:50:00,0.55,178,12.1
2008-09-03 18:50:00,0.54,173,12.1
2008-09-03 19:50:00,0.48,174,12.1
2008-09-03 20:50:00,0.57,174,11.1
2008-09-03 21:50:00,0.59,167,11.1
2008-09-03 22:50:00,0.6,177,8.2
2008-09-03 23:50:00,0.67,170,10.2
2008-09-04 00:50:00,0.73,171,10.2
2008-09-04 01:50:00,0.63,168,9.4
2008-09-04 02:50:00,0.62,169,9.4
2008-09-04 03:50:00,0.61,185,10.2
2008-09-04 05:50:00,0.52,172,10.2
2008-09-04 06:50:00,0.5,165,9.4
2008-09-04 07:50:00,0.44,194,8.2
2008-09-04 08:50:00,0.45,182,9.4
2008-09-04 09:50:00,0.46,168,9.4
2008-09-04 10:50:00,0.47,177,9.4
2008-09-04 11:50:00,0.47,177,8.2
2008-09-04 12:50:00,0.52,176,9.4
2008-09-04 13:50:00,0.47,173,8.8
2008-09-04 14:50:00,0.49,171,8.8
2008-09-04 15:50:00,0.5,180,10.2
2008-09-04 16:50:00,0.48,170,11.1
2008-09-04 17:50:00,0.51,193,10.2
2008-09-04 18:50:00,0.53,187,10.2
2008-09-04 19:50:00,0.45,150,11.1
2008-09-04 20:50:00,0.51,178,8.2
2008-09-04 21:50:00,0.57,178,8.2
2008-09-04 22:50:00,0.56,179,10.2
2008-09-04 23:50:00,0.65,171,10.2
2008-09-05 00:50:00,0.68,176,11.1
2008-09-05 01:50:00,0.7,162,4.8
2008-09-05 02:50:00,0.7,175,9.4
2008-09-05 03:50:00,0.74,174,9.4
2008-09-05 04:50:00,0.78,150,4.3
2008-09-05 06:50:00,0.79,178,8.8
2008-09-05 07:50:00,0.72,171,8.8
2008-09-05 08:50:00,0.72,167,8.8
2008-09-05 09:50:00,0.78,166,8.8
2008-09-05 10:50:00,0.81,166,9.4
2008-09-05 11:50:00,0.85,168,8.8
2008-09-05 12:50:00,0.88,166,9.4
2008-09-05 13:50:00,0.91,165,9.4
2008-09-05 14:50:00,0.98,169,10.2
2008-09-05 15:50:00,0.9,167,10.2
2008-09-05 16:50:00,0.94,181,13.4
2008-09-05 17:50:00,1.06,173,12.1
2008-09-05 18:50:00,0.9,174,13.4
2008-09-05 19:50:00,0.95,172,12.1
2008-09-05 20:50:00,1.05,180,13.4
2008-09-05 21:50:00,1.13,174,13.4
2008-09-05 22:50:00,1.33,178,13.4
2008-09-05 23:50:00,1.35,178,12.1
2008-09-06 00:50:00,1.48,174,12.1
2008-09-06 01:50:00,1.74,175,12.1
2008-09-06 02:50:00,2.02,176,12.1
2008-09-06 03:50:00,2.83,174,13.4
2008-09-06 04:50:00,3.35,179,13.4
2008-09-06 05:50:00,3.23,170,13.4
2008-09-06 06:50:00,3.2,172,14.9
2008-09-07 22:50:00,0.67,170,14.9
2008-09-07 23:50:00,0.68,174,13.4
2008-09-08 00:50:00,0.83,174,13.4
2008-09-08 01:50:00,0.72,175,13.4
2008-09-08 02:50:00,0.77,176,12.1
2008-09-08 03:50:00,0.87,170,12.1
2008-09-08 04:50:00,0.87,178,12.1
2008-09-08 05:50:00,0.87,177,12.1
2008-09-08 06:50:00,0.8,178,13.4
2008-09-08 07:50:00,0.84,192,12.1
2008-09-08 08:50:00,0.64,173,13.4
2008-09-08 09:50:00,0.6,163,13.4
2008-09-08 10:50:00,0.59,180,13.4
2008-09-08 11:50:00,0.59,175,12.1
2008-09-08 12:50:00,0.6,178,14.9
2008-09-08 13:50:00,0.58,168,14.9
2008-09-08 14:50:00,0.67,179,13.4
2008-09-08 15:50:00,0.57,181,13.4
2008-09-08 16:50:00,0.7,182,13.4
2008-09-08 17:50:00,0.68,175,13.4
2008-09-08 18:50:00,0.73,174,12.1
2008-09-08 19:50:00,0.64,177,13.4
2008-09-08 20:50:00,0.52,183,12.1
2008-09-08 21:50:00,0.53,180,12.1
2008-09-08 22:50:00,0.63,181,12.1
2008-09-08 23:50:00,0.53,181,12.1
2008-09-09 00:50:00,0.66,182,11.1
2008-09-09 01:50:00,0.54,185,12.1
2008-09-09 02:50:00,0.7,177,11.1
2008-09-09 03:50:00,0.72,183,11.1
2008-09-09 06:50:00,0.68,176,10.2
2008-09-09 08:50:00,0.53,172,11.1
2008-09-09 10:50:00,0.48,175,10.2
2008-09-09 11:50:00,0.51,175,10.2
2008-09-09 12:50:00,0.47,179,10.2
2008-09-09 13:50:00,0.4,172,10.2
2008-09-09 14:50:00,0.49,175,9.4
2008-09-09 15:50:00,0.5,176,8.2
2008-09-09 16:50:00,0.51,172,9.4
2008-09-09 17:50:00,0.53,164,8.8
2008-09-09 18:50:00,0.57,169,9.4
2008-09-09 19:50:00,0.6,173,10.2
2008-09-09 20:50:00,0.63,178,11.1
2008-09-09 21:50:00,0.6,172,11.1
2008-09-09 22:50:00,0.65,168,10.2
2008-09-09 23:50:00,0.6,175,11.1
2008-09-10 00:50:00,0.63,169,9.4
2008-09-10 01:50:00,0.63,171,9.4
2008-09-10 02:50:00,0.61,181,8.2
2008-09-10 03:50:00,0.62,159,8.2
2008-09-10 04:50:00,0.65,170,10.2
2008-09-10 05:50:00,0.66,179,7.7
2008-09-10 06:50:00,0.67,179,6.2
2008-09-10 07:50:00,0.59,175,9.4
2008-09-10 08:50:00,0.61,182,6.9
2008-09-10 09:50:00,0.55,175,6.5
2008-09-10 10:50:00,0.54,243,6.2
2008-09-10 11:50:00,0.53,164,9.4
2008-09-10 12:50:00,0.52,172,8.8
2008-09-10 13:50:00,0.52,178,8.8
2008-09-10 14:50:00,0.49,171,8.8
2008-09-10 15:50:00,0.49,176,7.3
2008-09-10 16:50:00,0.53,156,8.2
2008-09-10 17:50:00,0.55,164,5.4
2008-09-10 18:50:00,0.55,180,7.7
2008-09-10 19:50:00,0.56,172,8.2
2008-09-10 20:50:00,0.52,174,8.2
2008-09-10 21:50:00,0.48,181,7.7
2008-09-10 22:50:00,0.45,189,8.8
2008-09-10 23:50:00,0.47,181,8.8
2008-09-11 00:50:00,0.41,180,8.8
2008-09-11 01:50:00,0.44,190,8.2
2008-09-11 02:50:00,0.45,185,8.2
2008-09-11 03:50:00,0.5,186,7.3
2008-09-11 04:50:00,0.49,180,7.7
2008-09-11 06:50:00,0.55,190,7.7
2008-09-11 07:50:00,0.57,174,5.7
2008-09-11 08:50:00,0.58,185,6.2
2008-09-11 09:50:00,0.56,182,6.5
2008-09-11 10:50:00,0.58,193,5.9
2008-09-11 11:50:00,0.5,189,6.2
2008-09-11 12:50:00,0.42,185,6.9
2008-09-11 13:50:00,0.41,185,7.3
2008-09-11 14:50:00,0.45,178,7.3
2008-09-11 15:50:00,0.44,173,7.7
2008-09-11 16:50:00,0.5,185,7.7
2008-09-11 17:50:00,0.48,185,7.7
2008-09-11 18:50:00,0.52,165,5.9
2008-09-11 19:50:00,0.58,173,6.2
2008-09-11 20:50:00,0.59,178,7.3
2008-09-11 21:50:00,0.56,178,6.9
2008-09-11 22:50:00,0.51,186,6.9
2008-09-11 23:50:00,0.5,176,7.7
2008-09-12 00:50:00,0.49,178,7.7
2008-09-12 01:50:00,0.52,186,7.7
2008-09-12 02:50:00,0.47,185,7.3
2008-09-12 03:50:00,0.49,183,7.3
2008-09-12 06:50:00,0.52,183,5.7
2008-09-12 07:50:00,0.49,180,5.9
2008-09-12 08:50:00,0.47,192,6.5
2008-09-12 09:50:00,0.51,175,6.2
2008-09-12 10:50:00,0.45,162,6.5
2008-09-12 11:50:00,0.45,178,7.3
2008-09-12 12:50:00,0.41,209,6.5
2008-09-12 13:50:00,0.4,186,7.7
2008-09-12 14:50:00,0.38,197,8.2
2008-09-12 15:50:00,0.41,185,7.3
2008-09-12 16:50:00,0.44,190,6.9
2008-09-12 17:50:00,0.43,184,5.9
2008-09-12 18:50:00,0.47,185,6.2
2008-09-12 19:50:00,0.49,187,5.9
2008-09-12 20:50:00,0.48,176,6.5
2008-09-12 21:50:00,0.45,194,7.3
2008-09-12 22:50:00,0.51,192,5.7
2008-09-12 23:50:00,0.4,175,6.9
2008-09-13 00:50:00,0.38,197,7.3
2008-09-13 01:50:00,0.4,172,6.9
2008-09-13 02:50:00,0.42,195,6.5
2008-09-13 03:50:00,0.36,179,6.9
2008-09-13 04:50:00,0.37,192,6.9
2008-09-13 05:50:00,0.41,171,6.9
2008-09-13 06:50:00,0.41,176,5.9
2008-09-13 07:50:00,0.5,178,6.9
2008-09-13 08:50:00,0.51,165,5.2
2008-09-13 09:50:00,0.47,183,5.9
2008-09-13 10:50:00,0.45,162,6.2
2008-09-13 11:50:00,0.41,185,6.5
2008-09-13 12:50:00,0.39,172,5.9
2008-09-13 13:50:00,0.37,177,6.5
2008-09-13 14:50:00,0.33,177,5.9
2008-09-13 15:50:00,0.31,165,6.5
2008-09-13 16:50:00,0.3,184,5.7
2008-09-13 17:50:00,0.34,167,5
2008-09-13 18:50:00,0.38,165,8.2
2008-09-13 19:50:00,0.45,219,2.4
2008-09-13 20:50:00,0.49,209,2.5
2008-09-13 21:50:00,0.54,235,2.8
2008-09-13 22:50:00,0.52,241,2.9
2008-09-13 23:50:00,0.53,236,2.9
2008-09-14 00:50:00,0.57,236,3.2
2008-09-14 01:50:00,0.54,196,3.3
2008-09-14 03:50:00,0.53,269,3.2
2008-09-14 04:50:00,0.51,240,3.6
2008-09-14 05:50:00,0.54,231,3.7
2008-09-14 07:50:00,0.63,222,3.7
2008-09-14 08:50:00,0.61,186,3.9
2008-09-14 09:50:00,0.59,229,4.1
2008-09-14 10:50:00,0.57,231,3.8
2008-09-14 11:50:00,0.53,187,3.9
2008-09-14 12:50:00,0.49,97,4.1
2008-09-14 13:50:00,0.5,223,3.6
2008-09-14 14:50:00,0.49,199,3.4
2008-09-14 15:50:00,0.52,158,8.2
2008-09-14 16:50:00,0.52,233,3.5
2008-09-14 17:50:00,0.56,185,3.6
2008-09-14 18:50:00,0.63,207,3.5
2008-09-14 19:50:00,0.71,216,3.7
2008-09-14 20:50:00,0.8,217,3.7
2008-09-14 21:50:00,0.87,200,3.8
2008-09-14 22:50:00,0.92,188,4.1
2008-09-14 23:50:00,0.99,236,4.1
2008-09-15 00:50:00,1.02,211,4.5
2008-09-15 01:50:00,1.12,220,4.5
2008-09-15 02:50:00,1.01,213,4.6
2008-09-15 03:50:00,1,194,4.6
2008-09-15 04:50:00,1.13,196,5.2
2008-09-15 05:50:00,1.06,188,5
2008-09-15 06:50:00,1.12,199,5
2008-09-15 07:50:00,1.06,200,5.2
2008-09-15 08:50:00,1.14,216,5
2008-09-15 09:50:00,1.21,198,5
2008-09-15 10:50:00,1.13,220,5.2
2008-09-15 11:50:00,1.14,176,4.8
2008-09-15 12:50:00,1,192,5.2
2008-09-15 13:50:00,0.92,216,5.4
2008-09-15 14:50:00,0.89,208,5.7
2008-09-15 15:50:00,0.85,211,5.4
2008-09-15 16:50:00,0.81,202,5.2
2008-09-15 17:50:00,0.7,212,5.9
2008-09-15 18:50:00,0.71,199,5.9
2008-09-15 19:50:00,0.72,195,4.3
2008-09-15 20:50:00,0.7,209,5.4
2008-09-15 21:50:00,0.78,227,5
2008-09-15 22:50:00,0.84,217,3.8
2008-09-15 23:50:00,0.82,207,5
2008-09-16 00:50:00,0.75,203,3.6
2008-09-16 01:50:00,0.75,236,4.3
2008-09-16 02:50:00,0.65,225,3.8
2008-09-16 03:50:00,0.6,235,4.1
2008-09-16 04:50:00,0.54,195,4.8
2008-09-16 05:50:00,0.47,244,4.3
2008-09-16 06:50:00,0.44,218,4.6
2008-09-16 07:50:00,0.45,213,4.3
2008-09-16 08:50:00,0.48,196,4.6
2008-09-16 09:50:00,0.51,185,5
2008-09-16 10:50:00,0.49,203,5.2
2008-09-16 11:50:00,0.43,164,8.2
2008-09-16 12:50:00,0.44,206,4.8
2008-09-16 13:50:00,0.39,193,4.6
2008-09-16 14:50:00,0.31,207,4.2
2008-09-16 15:50:00,0.28,189,4.3
2008-09-16 16:50:00,0.28,208,4.5
2008-09-16 17:50:00,0.28,199,5
2008-09-16 18:50:00,0.3,218,4.6
2008-09-16 19:50:00,0.3,208,4.3
2008-09-16 20:50:00,0.32,214,4.6
2008-09-16 21:50:00,0.36,207,4.8
2008-09-16 22:50:00,0.35,206,4.5
2008-09-16 23:50:00,0.33,203,5
2008-09-17 00:50:00,0.3,213,4.6
2008-09-17 01:50:00,0.28,188,4.6
2008-09-17 02:50:00,0.34,123,2.8
2008-09-17 03:50:00,0.34,129,2.9
2008-09-17 04:50:00,0.27,178,8.2
2008-09-17 05:50:00,0.23,173,5.4
2008-09-17 06:50:00,0.21,157,6.5
2008-09-17 07:50:00,0.21,164,6.2
2008-09-17 08:50:00,0.22,162,5.7
2008-09-17 09:50:00,0.24,161,5.4
2008-09-17 10:50:00,0.27,173,6.5
2008-09-17 11:50:00,0.27,172,6.9
2008-09-17 12:50:00,0.29,169,6.9
2008-09-17 13:50:00,-1,-1,-1
2008-09-17 14:50:00,0.26,181,7.3
2008-09-17 15:50:00,0.24,171,6.9
2008-09-17 16:50:00,0.24,159,7.7
2008-09-17 17:50:00,0.24,177,6.9
2008-09-17 18:50:00,0.23,166,5.4
2008-09-17 19:50:00,0.25,183,6.5
2008-09-17 20:50:00,0.23,156,6.2
2008-09-17 21:50:00,0.23,148,5.2
2008-09-17 22:50:00,0.25,156,5.2
2008-09-17 23:50:00,0.27,159,5.9
2008-09-18 00:50:00,0.27,161,5.2
2008-09-18 01:50:00,0.23,160,6.9
2008-09-18 02:50:00,0.23,197,8.2
2008-09-18 03:50:00,0.22,147,12.1
2008-09-18 04:50:00,0.2,139,9.4
2008-09-18 05:50:00,0.18,167,7.3
2008-09-18 06:50:00,0.18,179,6.9
2008-09-18 07:50:00,-1,-1,-1
2008-09-18 08:50:00,0.19,181,9.4
2008-09-18 09:50:00,0.19,154,6.2
2008-09-18 10:50:00,0.21,161,6.5
2008-09-18 11:50:00,0.21,149,4.8
2008-09-18 13:50:00,0.24,154,5.4
2008-09-18 14:50:00,0.21,138,5.9
2008-09-18 15:50:00,0.19,111,5.4
2008-09-18 16:50:00,0.18,153,6.5
2008-09-18 17:50:00,0.19,160,5.9
2008-09-18 18:50:00,0.17,178,8.2
2008-09-18 19:50:00,0.17,162,8.8
2008-09-18 20:50:00,0.2,176,8.8
2008-09-18 21:50:00,0.19,161,5.7
2008-09-18 22:50:00,0.19,171,8.2
2008-09-18 23:50:00,0.2,162,6.9
2008-09-19 00:50:00,0.2,151,5.9
2008-09-19 01:50:00,0.23,155,10.2
2008-09-19 02:50:00,0.22,153,5.9
2008-09-19 03:50:00,-1,-1,-1
2008-09-19 04:50:00,0.22,131,11.1
2008-09-19 05:50:00,0.21,291,9.4
2008-09-19 06:50:00,0.22,182,9.4
2008-09-19 14:50:00,0.43,153,6.5
2008-09-19 15:50:00,0.43,146,7.3
2008-09-19 16:50:00,0.49,175,10.2
2008-09-19 17:50:00,0.44,167,10.2
2008-09-19 18:50:00,0.48,164,10.2
2008-09-19 19:50:00,0.46,153,6.9
2008-09-19 20:50:00,0.39,121,8.8
2008-09-19 21:50:00,0.42,168,9.4
2008-09-19 22:50:00,0.43,159,7.7
2008-09-19 23:50:00,0.46,152,8.8
2008-09-20 00:50:00,0.45,159,9.4
2008-09-20 01:50:00,0.4,147,9.4
2008-09-20 02:50:00,0.37,157,8.2
2008-09-20 03:50:00,0.36,150,7.7
2008-09-20 04:50:00,0.36,177,12.1
2008-09-20 05:50:00,0.35,179,10.2
2008-09-20 06:50:00,0.32,160,9.4
2008-09-20 07:50:00,0.35,165,8.2
2008-09-20 08:50:00,0.31,158,11.1
2008-09-20 09:50:00,0.31,168,9.4
2008-09-20 10:50:00,0.3,149,10.2
2008-09-20 11:50:00,0.34,169,9.4
2008-09-20 12:50:00,0.33,159,8.8
2008-09-20 13:50:00,0.38,167,7.3
2008-09-20 14:50:00,0.39,165,11.1
2008-09-20 15:50:00,0.35,19,11.1
2008-09-20 16:50:00,0.38,180,11.1
2008-09-20 17:50:00,0.33,180,10.2
2008-09-20 18:50:00,0.29,176,10.2
2008-09-20 19:50:00,0.29,162,12.1
2008-09-20 20:50:00,0.24,173,12.1
2008-09-20 21:50:00,0.26,175,12.1
2008-09-20 22:50:00,0.26,170,11.1
2008-09-20 23:50:00,0.25,162,7.7
2008-09-21 00:50:00,0.28,166,10.2
2008-09-21 01:50:00,0.27,158,8.8
2008-09-21 02:50:00,0.31,166,11.1
2008-09-21 03:50:00,0.34,165,10.2
2008-09-21 04:50:00,0.33,158,10.2
2008-09-21 05:50:00,-1,-1,-1
2008-09-21 06:50:00,0.3,168,11.1
2008-09-21 07:50:00,0.26,153,9.4
2008-09-21 08:50:00,0.23,154,9.4
2008-09-21 09:50:00,0.25,168,7.7
2008-09-21 10:50:00,0.28,180,8.2
2008-09-21 11:50:00,0.23,173,8.2
2008-09-21 12:50:00,0.29,165,8.8
2008-09-21 13:50:00,0.3,173,8.2
2008-09-21 14:50:00,0.33,168,8.2
2008-09-21 15:50:00,0.36,167,8.8
2008-09-21 16:50:00,0.36,150,11.1
2008-09-21 17:50:00,0.33,162,8.2
2008-09-21 18:50:00,0.32,152,12.1
2008-09-21 19:50:00,0.3,148,11.1
2008-09-21 20:50:00,0.25,178,11.1
2008-09-21 21:50:00,0.27,159,8.8
2008-09-21 22:50:00,0.25,163,8.2
2008-09-21 23:50:00,0.27,172,7.3
2008-09-22 00:50:00,0.26,136,7.7
2008-09-22 01:50:00,0.26,154,7.3
2008-09-22 02:50:00,0.27,179,10.2
2008-09-22 03:50:00,0.27,184,7.7
2008-09-22 04:50:00,0.28,178,12.1
2008-09-22 05:50:00,0.29,185,8.2
2008-09-22 06:50:00,0.28,170,11.1
2008-09-22 07:50:00,0.3,87,11.1
2008-09-22 08:50:00,0.24,185,7.7
2008-09-22 09:50:00,0.22,172,8.8
2008-09-22 10:50:00,0.21,162,11.1
2008-09-22 11:50:00,0.25,169,9.4
2008-09-22 12:50:00,0.29,164,6.5
2008-09-22 13:50:00,0.32,166,7.3
2008-09-22 14:50:00,0.31,162,7.7
2008-09-22 15:50:00,0.33,175,7.3
2008-09-22 16:50:00,0.31,145,4.5
2008-09-22 17:50:00,0.3,162,5.7
2008-09-22 18:50:00,0.3,169,7.7
2008-09-22 19:50:00,0.26,174,5.9
2008-09-22 20:50:00,0.28,296,11.1
2008-09-22 21:50:00,0.26,181,7.3
2008-09-22 22:50:00,0.24,168,8.2
2008-09-22 23:50:00,0.23,168,7.7
2008-09-23 00:50:00,0.25,213,7.7
2008-09-23 01:50:00,0.24,174,7.7
2008-09-23 02:50:00,0.25,164,6.9
2008-09-23 03:50:00,0.25,184,7.7
2008-09-23 04:50:00,0.27,149,8.2
2008-09-23 05:50:00,0.3,156,6.9
2008-09-23 06:50:00,0.28,181,5.7
2008-09-23 07:50:00,0.25,174,8.2
2008-09-23 08:50:00,0.23,111,8.8
2008-09-23 09:50:00,0.22,268,8.2
2008-09-23 10:50:00,0.25,168,6.9
2008-09-23 11:50:00,0.24,177,7.7
2008-09-23 12:50:00,0.29,153,7.3
2008-09-23 13:50:00,0.28,161,5.7
